#	########################################
#	##### Peptide Assembling by Sipros #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = ./OSU_B6_FASP_Elite_03242014.psm.txt
#	
#	pep{Run1} = ./OSU_B6_FASP_Elite_03242014.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 2
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 154
#	Target_Proteins_Before_Filtering = 10369
#	Total_Proteins_Before_Filtering = 10523
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 2
#	Target_Proteins_After_Filtering = 2860
#	Total_Proteins_After_Filtering = 2862
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.000698812019567
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
merged|23451_1	1	2	1	2	1.5	1.5	merged|23451_1	T
merged|2349_2	4	5	4	5	5.0	5.0	merged|2349_2	T
merged|23518_3	1	2	1	2	2.0	2.0	merged|23518_3	T
merged|23529_1	1	2	2	3	2.5	2.5	merged|23529_1	T
merged|2353_1	1	3	1	6	1.83333333333	1.83	merged|2353_1	T
merged|23544_3	1	3	1	3	1.75	1.75	merged|23544_3	T
merged|23594_16	2	2	2	2	2.0	2.0	merged|23594_16	T
merged|23594_22	1	5	2	11	9.66666666667	9.67	merged|23594_22	T
merged|23608_2	5	5	9	9	9.0	9.0	merged|23608_2	T
merged|23677_2	1	6	1	23	6.5	6.5	merged|23677_2	T
merged|23703_4	6	6	9	9	9.0	9.0	merged|23703_4	T
merged|23713_3	1	2	1	2	1.5	1.5	merged|23713_3	T
merged|23725_5	1	6	2	8	5.66666666667	5.67	merged|23725_5	T
merged|23729_1	1	3	1	4	1.75	1.75	merged|23729_1	T
merged|23761_7	1	5	1	7	7.0	7.0	merged|23761_7	T
merged|2376_4	3	12	3	19	4.32358974359	4.32	merged|2376_4	T
merged|23776_10	1	3	1	5	4.0	4.0	merged|23776_10	T
merged|23797_2	2	2	2	2	2.0	2.0	merged|23797_2	T
merged|23797_5	1	2	1	3	1.66666666667	1.67	merged|23797_5	T
merged|23834_4	3	10	3	12	9.17647058824	9.18	merged|23834_4	T
merged|23861_9	2	13	2	21	11.5	11.5	merged|23861_9	T
merged|23866_3	3	6	3	7	4.4	4.4	merged|23866_3	T
merged|23921_1	1	2	2	4	2.5	2.5	merged|23921_1	T
merged|23939_8	1	2	1	2	2.0	2.0	merged|23939_8	T
merged|23944_15	1	3	1	4	4.0	4.0	merged|23944_15	T
merged|23944_17	1	5	1	5	5.0	5.0	merged|23944_17	T
merged|23944_21	1	9	1	11	11.0	11.0	merged|23944_21	T
merged|23991_5	3	3	3	3	3.0	3.0	merged|23991_5	T
merged|23991_6	15	15	19	19	19.0	19.0	merged|23991_6	T
merged|24015_9	2	5	4	8	5.75	5.75	merged|24015_9	T
merged|24022_2	1	3	1	5	3.0	3.0	merged|24022_2	T
merged|24028_1	2	4	6	10	8.0	8.0	merged|24028_1	T
merged|24129_11	2	2	2	2	2.0	2.0	merged|24129_11	T
merged|24148_3	3	3	5	5	5.0	5.0	merged|24148_3	T
merged|2414_3	2	4	2	4	3.0	3.0	merged|2414_3	T
merged|24152_6	1	3	1	5	5.0	5.0	merged|24152_6	T
merged|24202_2	4	4	8	8	8.0	8.0	merged|24202_2	T
merged|2420_11	1	2	1	2	2.0	2.0	merged|2420_11	T
merged|2420_14	9	20	12	50	27.1666666667	27.17	merged|2420_14	T
merged|2420_22	1	8	1	16	16.0	16.0	merged|2420_22	T
merged|2420_9	2	26	2	105	34.25	34.25	merged|2420_9	T
merged|24211_4	1	4	1	4	3.0	3.0	merged|24211_4	T
merged|24222_2	2	2	2	2	2.0	2.0	merged|24222_2	T
merged|24257_1	2	10	2	11	6.5	6.5	merged|24257_1	T
merged|24274_6	3	4	4	6	4.66666666667	4.67	merged|24274_6	T
merged|24304_3	5	10	10	19	17.5	17.5	merged|24304_3	T
merged|24304_4	5	9	8	19	11.75	11.75	merged|24304_4	T
merged|24375_1	2	2	2	2	2.0	2.0	merged|24375_1	T
merged|24471_3	14	14	21	21	21.0	21.0	merged|24471_3	T
merged|24478_7	1	14	1	21	17.5	17.5	merged|24478_7	T
merged|2448_5	1	5	1	6	2.85833333333	2.86	merged|2448_5	T
merged|24495_1	2	5	3	6	4.5	4.5	merged|24495_1	T
merged|24508_10	1	3	1	4	2.0	2.0	merged|24508_10	T
merged|24508_15	2	3	2	5	3.5	3.5	merged|24508_15	T
merged|24509_6	2	4	2	4	4.0	4.0	merged|24509_6	T
merged|24514_2	1	2	2	3	3.0	3.0	merged|24514_2	T
merged|24524_34	2	4	3	6	6.0	6.0	merged|24524_34	T
merged|24527_23	2	3	2	4	2.4	2.4	merged|24527_23	T
merged|24529_11	10	13	15	18	16.6666666667	16.67	merged|24529_11	T
merged|24529_13	1	3	1	5	3.0	3.0	merged|24529_13	T
merged|2452_8	1	3	1	5	5.0	5.0	merged|2452_8	T
merged|24531_30	3	3	3	3	3.0	3.0	merged|24531_30	T
merged|24539_10	1	5	1	5	2.23333333333	2.23	merged|24539_10	T
merged|24542_43	4	13	5	20	8.24897660819	8.25	merged|24542_43	T
merged|24542_78	1	2	2	3	3.0	3.0	merged|24542_78	T
merged|24543_12	1	2	1	2	2.0	2.0	merged|24543_12	T
merged|24544_1	1	3	1	4	2.0	2.0	merged|24544_1	T
merged|24545_3	1	4	1	5	5.0	5.0	merged|24545_3	T
merged|24567_16	2	19	4	54	22.701754386	22.7	merged|24567_16	T
merged|24567_18	1	6	1	10	5.5	5.5	merged|24567_18	T
merged|24592_3	2	2	3	3	3.0	3.0	merged|24592_3	T
merged|24666_16	1	3	1	3	3.0	3.0	merged|24666_16	T
merged|24729_2	2	2	2	2	2.0	2.0	merged|24729_2	T
merged|24729_6	1	2	1	2	2.0	2.0	merged|24729_6	T
merged|2474_3	3	3	4	4	4.0	4.0	merged|2474_3	T
merged|2483_1	1	3	1	4	1.6	1.6	merged|2483_1	T
merged|24874_11	1	2	1	2	2.0	2.0	merged|24874_11	T
merged|24893_2	3	3	3	3	3.0	3.0	merged|24893_2	T
merged|24904_3	3	3	4	4	4.0	4.0	merged|24904_3	T
merged|24925_34	2	3	2	3	2.14285714286	2.14	merged|24925_34	T
merged|24925_38	1	24	1	77	24.1950843017	24.2	merged|24925_38	T
merged|24948_12	9	18	9	20	14.5	14.5	merged|24948_12	T
merged|2505_3	3	9	3	28	15.5	15.5	merged|2505_3	T
merged|25091_3	1	8	1	14	8.46785714286	8.47	merged|25091_3	T
merged|25093_1	33	33	54	54	54.0	54.0	merged|25093_1	T
merged|25121_3	3	12	3	15	8.5	8.5	merged|25121_3	T
merged|25194_6	1	3	1	4	2.5	2.5	merged|25194_6	T
merged|2527_9	3	9	3	13	7.0	7.0	merged|2527_9	T
merged|2536_5	2	3	2	3	3.0	3.0	merged|2536_5	T
merged|25580_7	3	3	4	4	4.0	4.0	merged|25580_7	T
merged|25600_18	1	3	1	6	1.26315789474	1.26	merged|25600_18	T
merged|2568_23	2	2	3	3	3.0	3.0	merged|2568_23	T
merged|25699_1	8	20	12	31	22.5	22.5	merged|25699_1	T
merged|25699_2	5	12	6	14	14.0	14.0	merged|25699_2	T
merged|25729_3	1	4	2	5	4.0	4.0	merged|25729_3	T
merged|25729_4	1	5	2	6	4.0	4.0	merged|25729_4	T
merged|25733_2	4	7	4	8	8.0	8.0	merged|25733_2	T
merged|25748_1	2	2	2	2	2.0	2.0	merged|25748_1	T
merged|25821_1	1	3	1	4	2.16666666667	2.17	merged|25821_1	T
merged|25821_4	3	3	3	3	3.0	3.0	merged|25821_4	T
merged|25862_10	1	5	1	5	3.33333333333	3.33	merged|25862_10	T
merged|2599_48	1	4	1	5	3.5	3.5	merged|2599_48	T
merged|26002_22	1	2	1	2	1.33333333333	1.33	merged|26002_22	T
merged|26045_1	3	6	3	7	5.0	5.0	merged|26045_1	T
merged|26127_5	1	3	1	3	3.0	3.0	merged|26127_5	T
merged|26201_12	2	2	2	2	2.0	2.0	merged|26201_12	T
merged|26204_2	3	29	7	101	31.8238095238	31.82	merged|26204_2	T
merged|26204_22	1	2	1	2	1.5	1.5	merged|26204_22	T
merged|26324_1	4	4	5	5	5.0	5.0	merged|26324_1	T
merged|26324_2	2	2	2	2	2.0	2.0	merged|26324_2	T
merged|2641_27	1	2	3	4	4.0	4.0	merged|2641_27	T
merged|2641_68	1	2	1	4	4.0	4.0	merged|2641_68	T
merged|26500_1	7	7	8	8	8.0	8.0	merged|26500_1	T
merged|26524_2	4	5	4	5	5.0	5.0	merged|26524_2	T
merged|26574_10	2	4	3	7	4.5	4.5	merged|26574_10	T
merged|26621_5	2	32	2	108	15.276984127	15.28	merged|26621_5	T
merged|26621_6	2	4	2	7	4.5	4.5	merged|26621_6	T
merged|26651_55	1	3	1	4	4.0	4.0	merged|26651_55	T
merged|26651_58	3	4	3	4	3.5	3.5	merged|26651_58	T
merged|26653_4	1	3	1	3	3.0	3.0	merged|26653_4	T
merged|26686_1	2	9	2	10	6.16666666667	6.17	merged|26686_1	T
merged|26717_2	2	4	2	4	3.5	3.5	merged|26717_2	T
merged|26773_2	2	3	2	3	3.0	3.0	merged|26773_2	T
merged|26795_16	1	5	1	7	4.5	4.5	merged|26795_16	T
merged|26798_6	3	3	3	3	3.0	3.0	merged|26798_6	T
merged|26809_34	5	5	21	21	21.0	21.0	merged|26809_34	T
merged|26816_63	1	7	2	10	3.7380952381	3.74	merged|26816_63	T
merged|26816_67	1	2	1	3	2.0	2.0	merged|26816_67	T
merged|26816_71	1	3	1	4	2.5	2.5	merged|26816_71	T
merged|26816_74	1	4	1	11	4.13333333333	4.13	merged|26816_74	T
merged|26824_31	1	2	1	2	2.0	2.0	merged|26824_31	T
merged|26825_13	2	8	5	16	16.0	16.0	merged|26825_13	T
merged|26825_31	11	11	20	20	20.0	20.0	merged|26825_31	T
merged|26831_19	3	3	4	4	4.0	4.0	merged|26831_19	T
merged|26831_27	3	5	4	7	7.0	7.0	merged|26831_27	T
merged|26833_7	1	23	1	37	9.23626373626	9.24	merged|26833_7	T
merged|26835_8	2	9	3	14	12.6666666667	12.67	merged|26835_8	T
merged|26838_6	1	5	1	5	2.7	2.7	merged|26838_6	T
merged|26842_10	2	3	3	6	6.0	6.0	merged|26842_10	T
merged|26842_30	2	3	2	3	3.0	3.0	merged|26842_30	T
merged|26842_36	2	2	2	2	2.0	2.0	merged|26842_36	T
merged|26842_4	2	2	2	2	2.0	2.0	merged|26842_4	T
merged|26847_75	7	12	8	13	9.91666666667	9.92	merged|26847_75	T
merged|26863_33	3	4	3	4	3.5	3.5	merged|26863_33	T
merged|26896_1	2	3	2	5	2.5	2.5	merged|26896_1	T
merged|26946_68	2	25	6	71	19.8673271173	19.87	merged|26946_68	T
merged|26978_8	1	2	1	2	2.0	2.0	merged|26978_8	T
merged|26979_30	3	3	4	4	4.0	4.0	merged|26979_30	T
merged|2697_1	2	10	2	21	10.8333333333	10.83	merged|2697_1	T
merged|2697_2	1	9	1	9	9.0	9.0	merged|2697_2	T
merged|27101_2	1	2	1	4	4.0	4.0	merged|27101_2	T
merged|27101_3	3	3	4	4	4.0	4.0	merged|27101_3	T
merged|27101_5	2	4	6	8	7.5	7.5	merged|27101_5	T
merged|27151_25	3	3	4	4	4.0	4.0	merged|27151_25	T
merged|27166_1	2	3	3	5	3.33333333333	3.33	merged|27166_1	T
merged|27166_36	3	4	3	4	4.0	4.0	merged|27166_36	T
merged|2774_25	2	5	2	10	9.2	9.2	merged|2774_25	T
merged|27869_25	1	5	1	5	5.0	5.0	merged|27869_25	T
merged|27869_38	1	2	1	2	2.0	2.0	merged|27869_38	T
merged|27869_66	1	2	1	2	1.33333333333	1.33	merged|27869_66	T
merged|27909_4	4	4	4	4	4.0	4.0	merged|27909_4	T
merged|27916_12	4	5	7	8	8.0	8.0	merged|27916_12	T
merged|2791_8	1	2	2	3	2.5	2.5	merged|2791_8	T
merged|2802_18	1	5	1	7	7.0	7.0	merged|2802_18	T
merged|2802_22	2	2	2	2	2.0	2.0	merged|2802_22	T
merged|2802_25	1	3	1	4	1.5	1.5	merged|2802_25	T
merged|2802_35	2	9	2	11	4.7380952381	4.74	merged|2802_35	T
merged|2802_4	1	15	1	52	10.632989233	10.63	merged|2802_4	T
merged|28081_40	1	2	1	3	3.0	3.0	merged|28081_40	T
merged|28127_9	2	14	3	18	11.6666666667	11.67	merged|28127_9	T
merged|2821_7	1	2	1	5	1.8	1.8	merged|2821_7	T
merged|28233_8	2	3	4	7	4.42857142857	4.43	merged|28233_8	T
merged|2826_5	6	7	9	10	9.5	9.5	merged|2826_5	T
merged|28284_9	2	3	2	3	2.5	2.5	merged|28284_9	T
merged|28303_14	4	4	4	4	4.0	4.0	merged|28303_14	T
merged|28410_2	2	2	2	2	2.0	2.0	merged|28410_2	T
merged|28480_8	2	2	2	2	2.0	2.0	merged|28480_8	T
merged|28512_2	10	16	14	20	16.3333333333	16.33	merged|28512_2	T
merged|28539_2	3	3	3	3	3.0	3.0	merged|28539_2	T
merged|285_2	2	4	2	4	3.0	3.0	merged|285_2	T
merged|28606_5	1	4	1	4	2.16666666667	2.17	merged|28606_5	T
merged|28656_3	2	3	2	3	2.2	2.2	merged|28656_3	T
merged|2866_33	2	3	4	5	5.0	5.0	merged|2866_33	T
merged|2866_41	1	3	1	3	2.5	2.5	merged|2866_41	T
merged|28708_11	2	2	2	2	2.0	2.0	merged|28708_11	T
merged|28829_1	4	10	5	12	12.0	12.0	merged|28829_1	T
merged|28829_15	1	2	1	3	2.0	2.0	merged|28829_15	T
merged|28829_3	2	2	2	2	2.0	2.0	merged|28829_3	T
merged|28829_9	1	2	2	3	2.5	2.5	merged|28829_9	T
merged|28846_7	2	4	3	6	6.0	6.0	merged|28846_7	T
merged|28888_1	1	2	1	2	1.5	1.5	merged|28888_1	T
merged|28896_3	1	2	1	2	2.0	2.0	merged|28896_3	T
merged|28905_24	1	5	1	8	4.8	4.8	merged|28905_24	T
merged|28916_44	3	3	4	4	4.0	4.0	merged|28916_44	T
merged|28951_2	2	2	2	2	2.0	2.0	merged|28951_2	T
merged|28970_2	1	3	1	3	2.25	2.25	merged|28970_2	T
merged|29017_31	6	10	8	12	9.65	9.65	merged|29017_31	T
merged|29032_19	1	6	1	7	1.98863636364	1.99	merged|29032_19	T
merged|29032_21	2	3	4	5	4.5	4.5	merged|29032_21	T
merged|2907_13	2	8	3	10	3.98863636364	3.99	merged|2907_13	T
merged|29085_10	1	4	1	11	4.6	4.6	merged|29085_10	T
merged|29085_23	4	4	4	4	4.0	4.0	merged|29085_23	T
merged|29085_24	7	7	10	10	10.0	10.0	merged|29085_24	T
merged|29085_25	13	13	15	15	15.0	15.0	merged|29085_25	T
merged|29143_27	1	4	1	5	3.5	3.5	merged|29143_27	T
merged|2928_6	1	5	1	6	3.5	3.5	merged|2928_6	T
merged|29291_5	2	16	2	39	9.63333333333	9.63	merged|29291_5	T
merged|29372_24	6	9	7	12	8.75	8.75	merged|29372_24	T
merged|29506_1	13	23	18	33	31.6666666667	31.67	merged|29506_1	T
merged|29520_1	1	2	1	2	2.0	2.0	merged|29520_1	T
merged|29663_1	3	4	4	5	5.0	5.0	merged|29663_1	T
merged|29712_3	1	2	1	4	2.5	2.5	merged|29712_3	T
merged|29772_1	2	2	2	2	2.0	2.0	merged|29772_1	T
merged|29977_14	2	5	2	6	3.4	3.4	merged|29977_14	T
merged|29977_8	1	2	1	2	2.0	2.0	merged|29977_8	T
merged|30000_5	2	4	2	4	2.33333333333	2.33	merged|30000_5	T
merged|30005_4	1	2	1	2	1.5	1.5	merged|30005_4	T
merged|30153_8	1	8	1	9	7.75	7.75	merged|30153_8	T
merged|30248_6	1	13	1	28	19.3333333333	19.33	merged|30248_6	T
merged|30272_7	1	14	2	35	8.24523809524	8.25	merged|30272_7	T
merged|30287_2	1	3	1	11	11.0	11.0	merged|30287_2	T
merged|30287_4	1	4	1	4	4.0	4.0	merged|30287_4	T
merged|3030_4	4	10	5	12	7.375	7.38	merged|3030_4	T
merged|30311_3	4	12	4	17	12.0	12.0	merged|30311_3	T
merged|3036_19	1	9	1	16	4.71785714286	4.72	merged|3036_19	T
merged|30375_2	3	3	4	4	4.0	4.0	merged|30375_2	T
merged|30464_1	3	4	4	7	4.3	4.3	merged|30464_1	T
merged|30476_3	1	9	1	16	8.75	8.75	merged|30476_3	T
merged|30491_2	1	5	1	7	5.0	5.0	merged|30491_2	T
merged|30521_1	1	2	1	2	1.25	1.25	merged|30521_1	T
merged|30562_2	2	7	2	7	2.41333333333	2.41	merged|30562_2	T
merged|30618_2	12	14	21	25	23.0	23.0	merged|30618_2	T
merged|30624_4	3	7	8	14	11.0	11.0	merged|30624_4	T
merged|30627_6	6	12	24	45	34.3333333333	34.33	merged|30627_6	T
merged|30637_1	1	2	3	4	3.5	3.5	merged|30637_1	T
merged|30653_14	1	3	1	4	3.5	3.5	merged|30653_14	T
merged|30653_4	1	2	1	2	2.0	2.0	merged|30653_4	T
merged|30787_34	2	3	2	3	2.5	2.5	merged|30787_34	T
merged|30815_5	1	7	1	8	8.0	8.0	merged|30815_5	T
merged|30839_8	1	15	1	16	3.61330891331	3.61	merged|30839_8	T
merged|30844_2	5	6	6	13	9.5	9.5	merged|30844_2	T
merged|30856_4	1	2	1	2	2.0	2.0	merged|30856_4	T
merged|30864_50	1	2	1	2	2.0	2.0	merged|30864_50	T
merged|30868_9	1	2	2	3	3.0	3.0	merged|30868_9	T
merged|30869_1	4	4	4	4	4.0	4.0	merged|30869_1	T
merged|30875_14	1	3	2	4	2.75	2.75	merged|30875_14	T
merged|30964_12	1	3	3	5	4.0	4.0	merged|30964_12	T
merged|3111_21	1	14	1	66	7.19350649351	7.19	merged|3111_21	T
merged|31167_1	1	2	1	2	1.5	1.5	merged|31167_1	T
merged|31182_4	2	7	2	24	9.33333333333	9.33	merged|31182_4	T
merged|31250_2	7	13	11	22	15.0	15.0	merged|31250_2	T
merged|3131_20	1	5	1	5	3.0	3.0	merged|3131_20	T
merged|31345_19	11	23	16	30	24.5	24.5	merged|31345_19	T
merged|31345_21	1	34	1	114	14.776984127	14.78	merged|31345_21	T
merged|31535_1	3	7	4	15	8.08333333333	8.08	merged|31535_1	T
merged|31566_17	10	10	14	14	14.0	14.0	merged|31566_17	T
merged|31642_1	2	2	2	2	2.0	2.0	merged|31642_1	T
merged|31642_6	2	2	2	2	2.0	2.0	merged|31642_6	T
merged|3164_3	1	4	1	5	3.16666666667	3.17	merged|3164_3	T
merged|31772_6	1	3	1	5	5.0	5.0	merged|31772_6	T
merged|31936_8	2	13	2	16	9.5	9.5	merged|31936_8	T
merged|31978_1	8	22	9	34	18.8333333333	18.83	merged|31978_1	T
merged|32021_30	1	2	1	3	2.0	2.0	merged|32021_30	T
merged|32021_31	1	2	1	3	3.0	3.0	merged|32021_31	T
merged|32070_1	2	2	2	2	2.0	2.0	merged|32070_1	T
merged|3225_14	12	13	17	19	18.0	18.0	merged|3225_14	T
merged|32293_2	2	2	2	2	2.0	2.0	merged|32293_2	T
merged|3230_5	1	4	1	4	2.0	2.0	merged|3230_5	T
merged|32310_18	2	7	2	35	10.9487179487	10.95	merged|32310_18	T
merged|32310_21	1	20	1	30	5.66419546637	5.66	merged|32310_21	T
merged|32403_15	2	11	2	14	8.07142857143	8.07	merged|32403_15	T
merged|32403_2	3	7	7	14	10.3	10.3	merged|32403_2	T
merged|32415_2	2	2	2	2	2.0	2.0	merged|32415_2	T
merged|32419_2	1	2	1	2	1.33333333333	1.33	merged|32419_2	T
merged|3243_3	2	3	3	4	3.5	3.5	merged|3243_3	T
merged|32479_9	1	4	1	4	3.0	3.0	merged|32479_9	T
merged|32493_3	3	6	3	6	6.0	6.0	merged|32493_3	T
merged|32500_2	5	5	6	6	6.0	6.0	merged|32500_2	T
merged|32500_3	1	5	1	13	7.0	7.0	merged|32500_3	T
merged|32510_2	2	3	2	3	2.5	2.5	merged|32510_2	T
merged|32608_4	3	7	7	13	9.33333333333	9.33	merged|32608_4	T
merged|3272_1	3	3	4	4	4.0	4.0	merged|3272_1	T
merged|32733_9	1	9	1	14	9.3	9.3	merged|32733_9	T
merged|32786_2	1	3	1	4	2.0	2.0	merged|32786_2	T
merged|32802_12	4	5	4	5	5.0	5.0	merged|32802_12	T
merged|32802_19	1	2	1	2	2.0	2.0	merged|32802_19	T
merged|32802_3	9	9	11	11	11.0	11.0	merged|32802_3	T
merged|3280_5	1	17	1	51	11.7901320901	11.79	merged|3280_5	T
merged|3280_6	1	3	1	3	1.83333333333	1.83	merged|3280_6	T
merged|32817_7	1	3	1	3	3.0	3.0	merged|32817_7	T
merged|32826_3	1	4	1	5	2.33333333333	2.33	merged|32826_3	T
merged|32887_12	1	2	1	2	2.0	2.0	merged|32887_12	T
merged|32887_4	1	2	2	4	2.5	2.5	merged|32887_4	T
merged|32925_10	1	2	1	2	2.0	2.0	merged|32925_10	T
merged|32959_1	1	2	1	3	1.5	1.5	merged|32959_1	T
merged|33005_19	2	3	2	3	2.5	2.5	merged|33005_19	T
merged|3315_29	2	2	3	3	3.0	3.0	merged|3315_29	T
merged|3315_43	1	2	1	2	1.33333333333	1.33	merged|3315_43	T
merged|3316_16	2	6	2	7	3.41666666667	3.42	merged|3316_16	T
merged|3317_13	1	2	1	2	1.5	1.5	merged|3317_13	T
merged|33184_14	1	2	1	3	3.0	3.0	merged|33184_14	T
merged|33210_1	5	12	5	16	10.5	10.5	merged|33210_1	T
merged|33288_1	1	4	3	7	4.16666666667	4.17	merged|33288_1	T
merged|3328_12	4	6	4	8	6.0	6.0	merged|3328_12	T
merged|3328_17	1	25	1	79	68.75	68.75	merged|3328_17	T
merged|3328_25	1	4	1	5	5.0	5.0	merged|3328_25	T
merged|33302_3	1	3	1	5	3.5	3.5	merged|33302_3	T
merged|33352_23	2	3	2	3	2.5	2.5	merged|33352_23	T
merged|33352_24	4	7	4	7	7.0	7.0	merged|33352_24	T
merged|33352_25	1	13	1	15	15.0	15.0	merged|33352_25	T
merged|33666_1	8	8	10	10	10.0	10.0	merged|33666_1	T
merged|3370_1	1	4	1	5	2.33333333333	2.33	merged|3370_1	T
merged|33749_2	2	49	2	85	22.628822506	22.63	merged|33749_2	T
merged|33927_18	1	6	1	7	6.5	6.5	merged|33927_18	T
merged|33929_1	1	2	1	2	2.0	2.0	merged|33929_1	T
merged|33947_5	1	7	1	11	8.42857142857	8.43	merged|33947_5	T
merged|33961_8	3	7	3	10	6.33333333333	6.33	merged|33961_8	T
merged|33995_5	2	4	2	7	3.05	3.05	merged|33995_5	T
merged|339_22	2	2	2	2	2.0	2.0	merged|339_22	T
merged|339_23	2	2	2	2	2.0	2.0	merged|339_23	T
merged|34054_3	3	7	3	10	5.17647058824	5.18	merged|34054_3	T
merged|34110_5	2	2	2	2	2.0	2.0	merged|34110_5	T
merged|34118_2	1	2	2	3	2.5	2.5	merged|34118_2	T
merged|34155_1	3	7	4	8	5.83333333333	5.83	merged|34155_1	T
merged|34155_5	1	2	1	3	3.0	3.0	merged|34155_5	T
merged|34193_1	1	2	1	2	2.0	2.0	merged|34193_1	T
merged|34224_12	1	2	1	3	1.16666666667	1.17	merged|34224_12	T
merged|34316_8	1	6	1	7	7.0	7.0	merged|34316_8	T
merged|34316_9	5	19	6	29	13.6719924812	13.67	merged|34316_9	T
merged|34336_2	1	35	1	59	12.7121558393	12.71	merged|34336_2	T
merged|34346_36	2	6	2	8	4.66666666667	4.67	merged|34346_36	T
merged|3434_11	1	3	1	3	2.5	2.5	merged|3434_11	T
merged|3436_16	2	9	2	11	7.0	7.0	merged|3436_16	T
merged|34393_35	1	2	1	2	2.0	2.0	merged|34393_35	T
merged|34393_59	2	2	2	2	2.0	2.0	merged|34393_59	T
merged|34423_2	1	16	4	30	21.1166666667	21.12	merged|34423_2	T
merged|34428_1	1	24	2	54	14.783993784	14.78	merged|34428_1	T
merged|34473_9	1	2	1	2	2.0	2.0	merged|34473_9	T
merged|34487_4	2	4	3	6	3.17647058824	3.18	merged|34487_4	T
merged|34499_7	3	5	9	14	14.0	14.0	merged|34499_7	T
merged|34520_3	1	2	1	2	1.5	1.5	merged|34520_3	T
merged|34523_1	2	6	2	8	8.0	8.0	merged|34523_1	T
merged|3452_1	1	3	1	3	2.0	2.0	merged|3452_1	T
merged|34551_6	1	15	2	30	23.0	23.0	merged|34551_6	T
merged|34555_3	8	9	8	9	9.0	9.0	merged|34555_3	T
merged|34559_2	1	6	1	6	3.08333333333	3.08	merged|34559_2	T
merged|34561_10	2	4	2	4	3.0	3.0	merged|34561_10	T
merged|34582_26	2	2	3	3	3.0	3.0	merged|34582_26	T
merged|34582_7	3	3	5	5	5.0	5.0	merged|34582_7	T
merged|34585_21	1	2	1	2	2.0	2.0	merged|34585_21	T
merged|34585_44	2	2	3	3	3.0	3.0	merged|34585_44	T
merged|34587_23	1	3	1	3	2.25	2.25	merged|34587_23	T
merged|34587_35	2	24	2	24	11.8420634921	11.84	merged|34587_35	T
merged|34587_42	3	18	4	28	14.4666666667	14.47	merged|34587_42	T
merged|34588_10	1	9	1	16	2.81088137009	2.81	merged|34588_10	T
merged|34589_8	2	2	2	2	2.0	2.0	merged|34589_8	T
merged|3458_6	1	6	1	7	4.0	4.0	merged|3458_6	T
merged|34590_5	4	4	4	4	4.0	4.0	merged|34590_5	T
merged|34591_31	6	7	9	10	9.25	9.25	merged|34591_31	T
merged|34655_1	3	3	3	3	3.0	3.0	merged|34655_1	T
merged|34691_1	6	6	16	16	16.0	16.0	merged|34691_1	T
merged|34707_4	1	5	1	6	1.32358974359	1.32	merged|34707_4	T
merged|34735_2	1	3	1	3	1.66666666667	1.67	merged|34735_2	T
merged|34747_4	1	3	1	3	1.75	1.75	merged|34747_4	T
merged|34820_7	2	2	2	2	2.0	2.0	merged|34820_7	T
merged|34859_1	1	5	1	5	3.0	3.0	merged|34859_1	T
merged|34900_5	2	3	2	3	2.2	2.2	merged|34900_5	T
merged|3494_1	1	6	2	15	4.3141025641	4.31	merged|3494_1	T
merged|3494_9	2	13	2	17	3.58160028377	3.58	merged|3494_9	T
merged|34983_2	1	3	1	11	1.83333333333	1.83	merged|34983_2	T
merged|35141_3	1	7	1	10	5.0	5.0	merged|35141_3	T
merged|35159_27	1	3	1	3	1.22222222222	1.22	merged|35159_27	T
merged|35159_9	2	2	2	2	2.0	2.0	merged|35159_9	T
merged|352_10	6	20	9	63	16.1776600592	16.18	merged|352_10	T
merged|3543_8	1	2	1	2	1.5	1.5	merged|3543_8	T
merged|3562_20	3	3	3	3	3.0	3.0	merged|3562_20	T
