#	########################################
#	##### Peptide Assembling by Sipros #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = ./OSU_B2_FASP_Elite_02272014.psm.txt
#	
#	pep{Run1} = ./OSU_B2_FASP_Elite_02272014.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 2
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 203
#	Target_Proteins_Before_Filtering = 12986
#	Total_Proteins_Before_Filtering = 13189
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 2
#	Target_Proteins_After_Filtering = 3613
#	Total_Proteins_After_Filtering = 3615
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.000553250345781
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
WP_007095472.1	1	2	1	2	1.16666666667	1.17	WP_007095472.1	T
WP_007095565.1	1	2	1	2	2.0	2.0	WP_007095565.1	T
WP_007096513.1	1	15	1	50	12.4023809524	12.4	WP_007096513.1	T
WP_007096942.1	1	2	1	2	1.25	1.25	WP_007096942.1	T
WP_007097042.1	1	23	1	44	4.50797104942	4.51	WP_007097042.1	T
WP_007196236.1	2	6	6	17	9.125	9.13	WP_007196236.1	T
WP_007197090.1	1	7	1	15	3.77196969697	3.77	WP_007197090.1	T
WP_007199760.1	1	4	1	5	5.0	5.0	WP_007199760.1	T
WP_007206034.1	1	2	4	5	4.14285714286	4.14	WP_007206034.1	T
WP_007206597.1	1	23	1	31	6.87275641026	6.87	WP_007206597.1	T
WP_007233519.1	3	18	3	27	8.19404761905	8.19	WP_007233519.1	T
WP_007233727.1	1	5	2	8	4.26666666667	4.27	WP_007233727.1	T
WP_007234097.1	1	14	1	20	16.8333333333	16.83	WP_007234097.1	T
WP_007234425.1	1	3	1	5	1.25	1.25	WP_007234425.1	T
WP_007235389.1	2	6	2	8	4.26666666667	4.27	WP_007235389.1	T
WP_007235553.1	1	4	1	5	4.5	4.5	WP_007235553.1	T
WP_007235700.1	1	2	1	5	5.0	5.0	WP_007235700.1	T
WP_008034202.1	3	4	4	5	5.0	5.0	WP_008034202.1	T
WP_008035404.1	1	3	1	4	4.0	4.0	WP_008035404.1	T
WP_008036223.1	1	4	1	5	5.0	5.0	WP_008036223.1	T
WP_008105790.1	1	18	1	28	4.46650641026	4.47	WP_008105790.1	T
WP_008105804.1	1	8	2	15	4.325	4.33	WP_008105804.1	T
WP_008106096.1	2	9	3	14	11.4285714286	11.43	WP_008106096.1	T
WP_008106330.1	2	2	2	2	2.0	2.0	WP_008106330.1	T
WP_008106434.1	3	20	5	75	40.0	40.0	WP_008106434.1	T
WP_008106997.1	1	3	1	4	1.33333333333	1.33	WP_008106997.1	T
WP_008107507.1	1	2	1	2	2.0	2.0	WP_008107507.1	T
WP_008233016.1	1	2	1	2	2.0	2.0	WP_008233016.1	T
WP_008253479.1	1	4	1	6	2.125	2.13	WP_008253479.1	T
WP_008254470.1	1	4	2	12	4.22222222222	4.22	WP_008254470.1	T
WP_008254492.1	1	2	1	2	1.125	1.13	WP_008254492.1	T
WP_008254719.1	2	4	2	9	5.5	5.5	WP_008254719.1	T
WP_008255093.1	1	5	2	8	3.2	3.2	WP_008255093.1	T
WP_008256012.1	1	7	1	10	3.47142857143	3.47	WP_008256012.1	T
WP_008256583.1	1	12	4	114	14.1345238095	14.13	WP_008256583.1	T
WP_008269155.1	1	4	1	4	2.0	2.0	WP_008269155.1	T
WP_008269194.1	1	2	1	2	1.5	1.5	WP_008269194.1	T
WP_008270450.1	1	2	1	2	1.33333333333	1.33	WP_008270450.1	T
WP_008270927.1	1	37	1	76	15.3270186685	15.33	WP_008270927.1	T
WP_008270928.1	1	44	1	95	13.9042439178	13.9	WP_008270928.1	T
WP_008271746.1	1	3	1	5	1.66666666667	1.67	WP_008271746.1	T
WP_008490287.1	1	3	1	3	1.5	1.5	WP_008490287.1	T
WP_008490577.1	3	5	3	6	4.5	4.5	WP_008490577.1	T
WP_008490662.1	1	2	1	2	1.25	1.25	WP_008490662.1	T
WP_008491352.1	1	3	1	3	2.5	2.5	WP_008491352.1	T
WP_008544068.1	1	2	1	2	2.0	2.0	WP_008544068.1	T
WP_008544082.1	1	3	1	3	3.0	3.0	WP_008544082.1	T
WP_008544099.1	4	25	9	36	18.4415064103	18.44	WP_008544099.1	T
WP_008544218.1	6	11	6	15	8.3	8.3	WP_008544218.1	T
WP_008544220.1	2	6	2	7	4.41666666667	4.42	WP_008544220.1	T
WP_008544317.1	5	5	5	5	5.0	5.0	WP_008544317.1	T
WP_008544433.1	1	3	1	3	2.0	2.0	WP_008544433.1	T
WP_008544455.1	4	6	5	7	7.0	7.0	WP_008544455.1	T
WP_008544506.1	2	11	2	18	16.5	16.5	WP_008544506.1	T
WP_008544510.1	3	8	3	15	9.0	9.0	WP_008544510.1	T
WP_008544521.1	2	2	2	2	2.0	2.0	WP_008544521.1	T
WP_008544549.1	1	11	1	15	12.6666666667	12.67	WP_008544549.1	T
WP_008544555.1	1	3	1	3	3.0	3.0	WP_008544555.1	T
WP_008544616.1	1	5	1	5	5.0	5.0	WP_008544616.1	T
WP_008544653.1	5	10	5	36	14.0	14.0	WP_008544653.1	T
WP_008544656.1	6	9	6	9	7.64285714286	7.64	WP_008544656.1	T
WP_008544772.1	21	31	56	92	65.4916666667	65.49	WP_008544772.1	T
WP_008544791.1	1	5	1	5	5.0	5.0	WP_008544791.1	T
WP_008544794.1	1	3	1	3	2.5	2.5	WP_008544794.1	T
WP_008544811.1	1	25	2	88	20.231018981	20.23	WP_008544811.1	T
WP_008544829.1	2	10	3	51	23.3333333333	23.33	WP_008544829.1	T
WP_008544944.1	5	6	15	17	17.0	17.0	WP_008544944.1	T
WP_008544948.1	1	4	1	5	5.0	5.0	WP_008544948.1	T
WP_008544955.1	19	20	48	52	50.0	50.0	WP_008544955.1	T
WP_008544969.1	1	2	1	2	2.0	2.0	WP_008544969.1	T
WP_008544970.1	3	4	5	6	5.5	5.5	WP_008544970.1	T
WP_008544980.1	3	4	3	4	3.33333333333	3.33	WP_008544980.1	T
WP_008545012.1	8	24	8	27	15.0602756892	15.06	WP_008545012.1	T
WP_008545014.1	1	5	1	7	4.0	4.0	WP_008545014.1	T
WP_008545035.1	2	13	3	24	16.0	16.0	WP_008545035.1	T
WP_008545039.1	2	3	2	4	4.0	4.0	WP_008545039.1	T
WP_008545153.1	6	9	7	10	8.5	8.5	WP_008545153.1	T
WP_008545199.1	2	4	2	5	3.5	3.5	WP_008545199.1	T
WP_008545210.1	3	3	3	3	3.0	3.0	WP_008545210.1	T
WP_008545264.1	1	2	1	2	1.5	1.5	WP_008545264.1	T
WP_008545346.1	1	3	1	3	3.0	3.0	WP_008545346.1	T
WP_008545353.1	3	18	3	42	21.0	21.0	WP_008545353.1	T
WP_008545417.1	1	19	1	43	34.0	34.0	WP_008545417.1	T
WP_008545607.1	14	14	16	16	16.0	16.0	WP_008545607.1	T
WP_008545614.1	3	3	4	4	4.0	4.0	WP_008545614.1	T
WP_008545641.1	1	2	1	2	2.0	2.0	WP_008545641.1	T
WP_008545654.1	2	3	2	3	2.33333333333	2.33	WP_008545654.1	T
WP_008545705.1	3	3	4	4	4.0	4.0	WP_008545705.1	T
WP_008545736.1	2	2	2	2	2.0	2.0	WP_008545736.1	T
WP_008545738.1	10	14	19	23	21.0769230769	21.08	WP_008545738.1	T
WP_008545739.1	3	7	5	10	7.5	7.5	WP_008545739.1	T
WP_008545766.1	3	13	6	81	41.0	41.0	WP_008545766.1	T
WP_008545768.1	2	2	2	2	2.0	2.0	WP_008545768.1	T
WP_008545852.1	1	3	1	4	4.0	4.0	WP_008545852.1	T
WP_008545902.1	1	10	1	15	7.5	7.5	WP_008545902.1	T
WP_008545950.1	1	7	1	8	3.66666666667	3.67	WP_008545950.1	T
WP_008545965.1	7	14	13	21	21.0	21.0	WP_008545965.1	T
WP_008545994.1	2	7	3	8	8.0	8.0	WP_008545994.1	T
WP_008546012.1	3	3	4	4	4.0	4.0	WP_008546012.1	T
WP_008546066.1	7	12	12	29	15.75	15.75	WP_008546066.1	T
WP_008546087.1	4	4	4	4	4.0	4.0	WP_008546087.1	T
WP_009779024.1	1	2	1	2	1.5	1.5	WP_009779024.1	T
WP_009779339.1	1	2	1	2	1.33333333333	1.33	WP_009779339.1	T
WP_009780752.1	2	5	2	5	3.28571428571	3.29	WP_009780752.1	T
WP_009781171.1	1	23	3	166	27.1083333333	27.11	WP_009781171.1	T
WP_009781632.1	1	2	1	2	1.33333333333	1.33	WP_009781632.1	T
WP_009788231.1	2	2	2	2	2.0	2.0	WP_009788231.1	T
WP_009788397.1	5	7	5	8	6.5	6.5	WP_009788397.1	T
WP_009788439.1	1	6	1	6	3.16666666667	3.17	WP_009788439.1	T
WP_009788867.1	2	16	2	20	9.94166666667	9.94	WP_009788867.1	T
WP_009788868.1	2	10	2	38	6.875	6.88	WP_009788868.1	T
WP_009788987.1	1	2	1	7	4.0	4.0	WP_009788987.1	T
WP_009788995.1	1	4	2	5	3.5	3.5	WP_009788995.1	T
WP_009789006.1	1	9	1	12	7.0	7.0	WP_009789006.1	T
WP_009789022.1	1	3	1	6	3.5	3.5	WP_009789022.1	T
WP_009789340.1	2	3	3	4	4.0	4.0	WP_009789340.1	T
WP_009789457.1	1	2	1	2	1.25	1.25	WP_009789457.1	T
WP_009789541.1	1	2	1	2	2.0	2.0	WP_009789541.1	T
WP_009790365.1	1	9	1	11	8.375	8.38	WP_009790365.1	T
WP_009790495.1	4	13	4	14	6.58134920635	6.58	WP_009790495.1	T
WP_009840503.1	1	5	1	6	1.57692307692	1.58	WP_009840503.1	T
WP_010158495.1	1	3	2	4	3.0	3.0	WP_010158495.1	T
WP_010158677.1	1	2	1	2	2.0	2.0	WP_010158677.1	T
WP_010158935.1	6	7	7	8	7.5	7.5	WP_010158935.1	T
YP_001014135.1	1	3	1	3	1.58333333333	1.58	YP_001014135.1	T
YP_001015503.1	1	3	1	3	1.58333333333	1.58	YP_001015503.1	T
YP_001015658.1	1	17	7	47	15.0779220779	15.08	YP_001015658.1	T
YP_001015769.1	1	6	1	7	2.24166666667	2.24	YP_001015769.1	T
YP_001015778.1	1	4	1	5	3.0	3.0	YP_001015778.1	T
YP_001015817.1	1	2	1	2	1.33333333333	1.33	YP_001015817.1	T
YP_001016006.1	1	3	1	5	1.66666666667	1.67	YP_001016006.1	T
YP_001192590.1	1	2	1	2	1.25	1.25	YP_001192590.1	T
YP_001192735.1	1	3	3	12	4.22222222222	4.22	YP_001192735.1	T
YP_001193842.1	1	3	2	5	2.6	2.6	YP_001193842.1	T
YP_001193883.1	1	2	1	2	2.0	2.0	YP_001193883.1	T
YP_001193930.1	1	4	1	7	7.0	7.0	YP_001193930.1	T
YP_001194124.1	1	2	1	2	1.5	1.5	YP_001194124.1	T
YP_001194294.1	1	25	2	49	11.2901139066	11.29	YP_001194294.1	T
YP_001194690.1	1	5	1	5	3.25	3.25	YP_001194690.1	T
YP_001194977.1	2	5	6	9	6.83333333333	6.83	YP_001194977.1	T
YP_003552169.1	1	6	1	6	2.20634920635	2.21	YP_003552169.1	T
YP_003552171.1	3	16	4	63	13.3857808858	13.39	YP_003552171.1	T
YP_003552224.1	1	6	1	7	6.0	6.0	YP_003552224.1	T
YP_003552387.1	1	4	1	5	4.0	4.0	YP_003552387.1	T
YP_003552428.1	3	5	3	5	5.0	5.0	YP_003552428.1	T
YP_003552742.1	1	3	1	3	1.5	1.5	YP_003552742.1	T
YP_003860680.1	2	21	2	235	38.6178571429	38.62	YP_003860680.1	T
YP_003860729.1	1	3	1	3	2.0	2.0	YP_003860729.1	T
YP_003860796.1	1	2	1	2	1.5	1.5	YP_003860796.1	T
YP_003860855.1	3	4	7	8	7.5	7.5	YP_003860855.1	T
YP_003861125.1	1	2	1	2	2.0	2.0	YP_003861125.1	T
YP_003861539.1	1	6	1	11	6.0	6.0	YP_003861539.1	T
YP_003862314.1	1	7	1	12	6.66666666667	6.67	YP_003862314.1	T
YP_003862623.1	1	4	1	4	1.54166666667	1.54	YP_003862623.1	T
YP_003863319.1	1	4	1	7	3.0	3.0	YP_003863319.1	T
YP_003863443.1	1	8	1	40	14.1666666667	14.17	YP_003863443.1	T
YP_003864049.1	1	10	1	21	3.92424242424	3.92	YP_003864049.1	T
YP_004427169.1	1	2	1	2	2.0	2.0	YP_004427169.1	T
YP_004428602.1	1	10	1	33	3.94404761905	3.94	YP_004428602.1	T
YP_007639786.1	1	3	1	5	2.0	2.0	YP_007639786.1	T
YP_729345.1	1	5	1	5	2.83333333333	2.83	YP_729345.1	T
YP_729367.1	4	6	4	7	5.5	5.5	YP_729367.1	T
YP_729614.1	1	12	1	59	11.075	11.08	YP_729614.1	T
YP_729624.1	1	4	1	5	2.83333333333	2.83	YP_729624.1	T
YP_729651.1	1	2	2	3	3.0	3.0	YP_729651.1	T
YP_729661.1	1	2	2	3	2.33333333333	2.33	YP_729661.1	T
YP_729722.1	3	4	17	23	20.0	20.0	YP_729722.1	T
YP_729731.1	1	4	1	13	7.0	7.0	YP_729731.1	T
YP_729838.1	1	2	1	2	2.0	2.0	YP_729838.1	T
YP_730039.1	1	3	1	3	1.58333333333	1.58	YP_730039.1	T
YP_730604.1	1	3	1	3	2.09090909091	2.09	YP_730604.1	T
YP_730891.1	2	2	2	2	2.0	2.0	YP_730891.1	T
YP_731290.1	2	7	2	7	6.25	6.25	YP_731290.1	T
YP_731479.1	1	13	1	20	20.0	20.0	YP_731479.1	T
YP_731481.1	1	17	1	72	11.4545454545	11.45	YP_731481.1	T
YP_731510.1	2	10	4	13	6.08134920635	6.08	YP_731510.1	T
YP_731699.1	5	5	8	8	8.0	8.0	YP_731699.1	T
YP_731982.1	1	2	1	2	2.0	2.0	YP_731982.1	T
YP_860348.1	1	2	1	2	1.16666666667	1.17	YP_860348.1	T
YP_861517.1	1	2	1	3	2.0	2.0	YP_861517.1	T
YP_862115.1	1	8	1	9	3.16666666667	3.17	YP_862115.1	T
YP_862401.1	1	26	1	66	8.10320914466	8.1	YP_862401.1	T
YP_862863.1	1	9	1	17	6.12857142857	6.13	YP_862863.1	T
YP_863029.1	1	5	1	5	1.68333333333	1.68	YP_863029.1	T
YP_863256.1	1	5	1	6	5.2	5.2	YP_863256.1	T
YP_863431.1	1	2	1	4	2.0	2.0	YP_863431.1	T
acetate|contig-11791000000_2	1	2	2	3	2.5	2.5	acetate|contig-11791000000_2	T
acetate|contig-16288000000_2	1	7	1	9	4.42857142857	4.43	acetate|contig-16288000000_2	T
acetate|contig-16336000004_8	1	11	1	15	12.25	12.25	acetate|contig-16336000004_8	T
acetate|contig-21463000011_2	1	8	1	16	8.0	8.0	acetate|contig-21463000011_2	T
acetate|contig-2656000014_2	6	6	7	7	7.0	7.0	acetate|contig-2656000014_2	T
acetate|contig-2701000013_7	1	5	1	6	5.14285714286	5.14	acetate|contig-2701000013_7	T
acetate|contig-27769000012_1	1	3	1	4	1.83333333333	1.83	acetate|contig-27769000012_1	T
acetate|contig-28462000006_2	1	2	1	2	1.5	1.5	acetate|contig-28462000006_2	T
acetate|contig-29111000004_1	3	12	5	20	14.0	14.0	acetate|contig-29111000004_1	T
acetate|contig-32808000013_2	3	6	4	10	10.0	10.0	acetate|contig-32808000013_2	T
acetate|contig-33209000009_2	14	14	19	19	19.0	19.0	acetate|contig-33209000009_2	T
acetate|contig-35627000013_1	5	13	6	139	99.0	99.0	acetate|contig-35627000013_1	T
acetate|contig-35928000012_1	1	6	1	12	5.16666666667	5.17	acetate|contig-35928000012_1	T
acetate|contig-38951000007_2	3	8	4	10	10.0	10.0	acetate|contig-38951000007_2	T
acetate|contig-39585000009_2	1	16	2	28	15.0	15.0	acetate|contig-39585000009_2	T
acetate|contig-39616000011_1	3	3	9	9	9.0	9.0	acetate|contig-39616000011_1	T
acetate|contig-41925000011_3	1	2	2	3	3.0	3.0	acetate|contig-41925000011_3	T
acetate|contig-42951000002_1	1	12	2	15	15.0	15.0	acetate|contig-42951000002_1	T
acetate|contig-43499000015_1	1	3	1	3	3.0	3.0	acetate|contig-43499000015_1	T
acetate|contig-45446000009_2	1	3	1	3	2.0	2.0	acetate|contig-45446000009_2	T
acetate|contig-46920000008_4	1	3	1	3	3.0	3.0	acetate|contig-46920000008_4	T
aminoacids|contig-10118000000_2	2	3	2	3	3.0	3.0	aminoacids|contig-10118000000_2	T
aminoacids|contig-16325000009_1	2	4	2	4	4.0	4.0	aminoacids|contig-16325000009_1	T
aminoacids|contig-1854000009_2	1	9	1	12	12.0	12.0	aminoacids|contig-1854000009_2	T
aminoacids|contig-2803000010_1	3	8	8	18	11.1	11.1	aminoacids|contig-2803000010_1	T
aminoacids|contig-2821000007_1	6	11	10	21	12.25	12.25	aminoacids|contig-2821000007_1	T
aminoacids|contig-30880000002_1	1	2	1	2	2.0	2.0	aminoacids|contig-30880000002_1	T
aminoacids|contig-34064000011_1	1	3	1	4	2.16666666667	2.17	aminoacids|contig-34064000011_1	T
aminoacids|contig-39947000009_1	2	7	2	8	6.09523809524	6.1	aminoacids|contig-39947000009_1	T
aminoacids|contig-40061000004_3	1	7	1	8	4.5	4.5	aminoacids|contig-40061000004_3	T
aminoacids|contig-40895000008_1	6	13	11	39	20.8333333333	20.83	aminoacids|contig-40895000008_1	T
aminoacids|contig-51276000010_1	1	5	2	8	5.0	5.0	aminoacids|contig-51276000010_1	T
aminoacids|contig-53698000010_1	2	3	2	3	3.0	3.0	aminoacids|contig-53698000010_1	T
aminoacids|contig-55584000002_2	1	5	1	7	6.0	6.0	aminoacids|contig-55584000002_2	T
aminoacids|contig-56886000011_1	1	2	1	2	1.5	1.5	aminoacids|contig-56886000011_1	T
aminoacids|contig-58049000009_1	2	5	4	10	6.0	6.0	aminoacids|contig-58049000009_1	T
aminoacids|contig-58871000009_1	1	3	1	3	2.0	2.0	aminoacids|contig-58871000009_1	T
aminoacids|contig-59990000002_2	1	13	1	50	20.469047619	20.47	aminoacids|contig-59990000002_2	T
aminoacids|contig-8078000003_1	4	6	8	10	9.0	9.0	aminoacids|contig-8078000003_1	T
glucose|contig-1089000012_2	4	17	5	31	16.6666666667	16.67	glucose|contig-1089000012_2	T
glucose|contig-11000015_1	1	2	1	3	3.0	3.0	glucose|contig-11000015_1	T
glucose|contig-11000015_2	1	7	1	15	9.0	9.0	glucose|contig-11000015_2	T
glucose|contig-11895000011_1	1	5	1	9	5.0	5.0	glucose|contig-11895000011_1	T
glucose|contig-12155000004_1	2	4	3	6	4.33333333333	4.33	glucose|contig-12155000004_1	T
glucose|contig-14000002_1	8	10	9	11	10.5	10.5	glucose|contig-14000002_1	T
glucose|contig-14029000011_1	1	7	1	9	7.5	7.5	glucose|contig-14029000011_1	T
glucose|contig-144000015_1	1	2	1	2	2.0	2.0	glucose|contig-144000015_1	T
glucose|contig-1441000006_3	5	23	7	42	27.9166666667	27.92	glucose|contig-1441000006_3	T
glucose|contig-14768000010_1	4	4	4	4	4.0	4.0	glucose|contig-14768000010_1	T
glucose|contig-1550000013_4	5	5	5	5	5.0	5.0	glucose|contig-1550000013_4	T
glucose|contig-17278000002_1	1	3	1	3	1.7	1.7	glucose|contig-17278000002_1	T
glucose|contig-18533000008_3	1	3	1	3	2.0	2.0	glucose|contig-18533000008_3	T
glucose|contig-19294000009_1	1	6	1	18	8.58333333333	8.58	glucose|contig-19294000009_1	T
glucose|contig-19469000000_1	1	13	1	135	17.1390692641	17.14	glucose|contig-19469000000_1	T
glucose|contig-19570000003_1	1	2	1	2	2.0	2.0	glucose|contig-19570000003_1	T
glucose|contig-21234000006_1	2	4	2	5	2.75	2.75	glucose|contig-21234000006_1	T
glucose|contig-2293000000_4	1	4	1	6	3.5	3.5	glucose|contig-2293000000_4	T
glucose|contig-23282000004_4	1	2	1	2	2.0	2.0	glucose|contig-23282000004_4	T
glucose|contig-2343000006_2	1	9	1	16	4.25654761905	4.26	glucose|contig-2343000006_2	T
glucose|contig-2542000003_1	1	7	1	10	5.58333333333	5.58	glucose|contig-2542000003_1	T
glucose|contig-26000002_3	7	7	7	7	7.0	7.0	glucose|contig-26000002_3	T
glucose|contig-26000002_4	6	6	6	6	6.0	6.0	glucose|contig-26000002_4	T
glucose|contig-26233000006_1	4	18	4	35	14.9333333333	14.93	glucose|contig-26233000006_1	T
glucose|contig-27508000001_2	1	8	1	10	10.0	10.0	glucose|contig-27508000001_2	T
glucose|contig-27706000000_2	1	14	3	18	18.0	18.0	glucose|contig-27706000000_2	T
glucose|contig-2782000014_1	1	8	7	17	7.83392857143	7.83	glucose|contig-2782000014_1	T
glucose|contig-27826000006_3	2	3	5	7	7.0	7.0	glucose|contig-27826000006_3	T
