#	########################################
#	##### Peptide Assembling by Sipros #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = ./OSU_B3_FASP_Elite_03222014.psm.txt
#	
#	pep{Run1} = ./OSU_B3_FASP_Elite_03222014.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 2
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 200
#	Target_Proteins_Before_Filtering = 12882
#	Total_Proteins_Before_Filtering = 13082
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 2
#	Target_Proteins_After_Filtering = 3513
#	Total_Proteins_After_Filtering = 3515
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.000568990042674
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
WP_008182987.1	1	2	1	4	1.6	1.6	WP_008182987.1	T
WP_008253926.1	1	2	1	2	2.0	2.0	WP_008253926.1	T
WP_008254470.1	1	5	1	15	5.11111111111	5.11	WP_008254470.1	T
WP_008254908.1	1	2	1	4	2.0	2.0	WP_008254908.1	T
WP_008255093.1	2	4	2	11	5.0	5.0	WP_008255093.1	T
WP_008255296.1	1	4	2	6	5.33333333333	5.33	WP_008255296.1	T
WP_008255498.1	1	2	1	2	1.5	1.5	WP_008255498.1	T
WP_008256583.1	1	16	5	132	17.8177536232	17.82	WP_008256583.1	T
WP_008269155.1	1	3	3	6	3.66666666667	3.67	WP_008269155.1	T
WP_008269184.1	1	4	1	4	2.16666666667	2.17	WP_008269184.1	T
WP_008270927.1	1	41	1	101	16.7648423472	16.76	WP_008270927.1	T
WP_008270928.1	1	44	1	119	15.9868131868	15.99	WP_008270928.1	T
WP_008490662.1	1	5	1	8	3.58333333333	3.58	WP_008490662.1	T
WP_008491148.1	1	3	1	3	3.0	3.0	WP_008491148.1	T
WP_008544064.1	1	4	1	6	5.5	5.5	WP_008544064.1	T
WP_008544068.1	1	2	2	4	4.0	4.0	WP_008544068.1	T
WP_008544082.1	1	5	2	9	9.0	9.0	WP_008544082.1	T
WP_008544099.1	9	28	24	49	34.1092712843	34.11	WP_008544099.1	T
WP_008544180.1	1	3	1	5	5.0	5.0	WP_008544180.1	T
WP_008544218.1	7	16	11	27	19.6878787879	19.69	WP_008544218.1	T
WP_008544267.1	1	7	2	9	5.83333333333	5.83	WP_008544267.1	T
WP_008544317.1	5	5	11	11	11.0	11.0	WP_008544317.1	T
WP_008544337.1	1	10	1	25	10.8137254902	10.81	WP_008544337.1	T
WP_008544375.1	2	2	2	2	2.0	2.0	WP_008544375.1	T
WP_008544453.1	2	3	2	4	4.0	4.0	WP_008544453.1	T
WP_008544455.1	7	10	8	11	11.0	11.0	WP_008544455.1	T
WP_008544481.1	1	2	1	2	2.0	2.0	WP_008544481.1	T
WP_008544506.1	3	15	3	24	22.4	22.4	WP_008544506.1	T
WP_008544510.1	2	7	2	13	5.66666666667	5.67	WP_008544510.1	T
WP_008544549.1	2	14	2	18	13.8333333333	13.83	WP_008544549.1	T
WP_008544653.1	8	13	11	39	19.1666666667	19.17	WP_008544653.1	T
WP_008544655.1	1	2	1	2	2.0	2.0	WP_008544655.1	T
WP_008544656.1	5	10	8	15	14.2	14.2	WP_008544656.1	T
WP_008544772.1	22	32	65	103	74.5143108947	74.51	WP_008544772.1	T
WP_008544795.1	1	6	1	10	5.5	5.5	WP_008544795.1	T
WP_008544821.1	2	3	2	3	3.0	3.0	WP_008544821.1	T
WP_008544829.1	2	10	3	51	17.6666666667	17.67	WP_008544829.1	T
WP_008544851.1	1	2	1	3	1.33333333333	1.33	WP_008544851.1	T
WP_008544899.1	3	3	5	5	5.0	5.0	WP_008544899.1	T
WP_008544944.1	6	7	17	22	22.0	22.0	WP_008544944.1	T
WP_008544948.1	3	4	4	7	5.5	5.5	WP_008544948.1	T
WP_008544955.1	18	20	41	50	45.5	45.5	WP_008544955.1	T
WP_008544969.1	1	4	2	5	4.0	4.0	WP_008544969.1	T
WP_008544970.1	3	8	8	14	11.0	11.0	WP_008544970.1	T
WP_008545012.1	16	30	19	44	26.4464052288	26.45	WP_008545012.1	T
WP_008545035.1	2	14	2	38	23.3333333333	23.33	WP_008545035.1	T
WP_008545039.1	2	6	3	9	8.25	8.25	WP_008545039.1	T
WP_008545129.1	1	5	1	6	3.5	3.5	WP_008545129.1	T
WP_008545141.1	1	5	1	7	7.0	7.0	WP_008545141.1	T
WP_008545143.1	2	8	2	10	10.0	10.0	WP_008545143.1	T
WP_008545153.1	4	7	6	9	7.5	7.5	WP_008545153.1	T
WP_008545199.1	2	3	3	4	3.5	3.5	WP_008545199.1	T
WP_008545210.1	5	5	5	5	5.0	5.0	WP_008545210.1	T
WP_008545228.1	2	2	2	2	2.0	2.0	WP_008545228.1	T
WP_008545264.1	2	2	2	2	2.0	2.0	WP_008545264.1	T
WP_008545353.1	2	23	4	45	22.5	22.5	WP_008545353.1	T
WP_008545417.1	1	17	1	37	30.5	30.5	WP_008545417.1	T
WP_008545607.1	14	14	18	18	18.0	18.0	WP_008545607.1	T
WP_008545614.1	4	4	6	6	6.0	6.0	WP_008545614.1	T
WP_008545637.1	1	5	1	6	6.0	6.0	WP_008545637.1	T
WP_008545705.1	1	3	4	8	8.0	8.0	WP_008545705.1	T
WP_008545712.1	2	2	3	3	3.0	3.0	WP_008545712.1	T
WP_008545738.1	9	26	35	60	44.6368254849	44.64	WP_008545738.1	T
WP_008545739.1	2	5	2	10	10.0	10.0	WP_008545739.1	T
WP_008545766.1	3	18	12	153	75.25	75.25	WP_008545766.1	T
WP_008545853.1	4	4	6	6	6.0	6.0	WP_008545853.1	T
WP_008545893.1	1	2	1	2	2.0	2.0	WP_008545893.1	T
WP_008545950.1	1	9	1	12	5.2	5.2	WP_008545950.1	T
WP_008545965.1	8	14	14	22	19.3333333333	19.33	WP_008545965.1	T
WP_008545972.1	1	2	1	2	2.0	2.0	WP_008545972.1	T
WP_008545994.1	6	10	6	13	13.0	13.0	WP_008545994.1	T
WP_008546066.1	7	12	11	32	16.0	16.0	WP_008546066.1	T
WP_008546087.1	7	7	7	7	7.0	7.0	WP_008546087.1	T
WP_009779024.1	1	3	1	4	2.66666666667	2.67	WP_009779024.1	T
WP_009779181.1	1	4	1	5	3.25396825397	3.25	WP_009779181.1	T
WP_009779219.1	1	2	2	3	2.33333333333	2.33	WP_009779219.1	T
WP_009779339.1	1	4	2	5	4.0	4.0	WP_009779339.1	T
WP_009779778.1	2	5	2	5	3.0	3.0	WP_009779778.1	T
WP_009781171.1	1	22	8	173	28.4121980676	28.41	WP_009781171.1	T
WP_009781671.1	1	3	1	4	1.33333333333	1.33	WP_009781671.1	T
WP_009782015.1	1	2	1	2	2.0	2.0	WP_009782015.1	T
WP_009788231.1	1	2	1	2	2.0	2.0	WP_009788231.1	T
WP_009788397.1	2	3	2	5	5.0	5.0	WP_009788397.1	T
WP_009788987.1	1	3	1	3	2.25	2.25	WP_009788987.1	T
WP_009789340.1	1	2	1	2	2.0	2.0	WP_009789340.1	T
WP_009790495.1	1	6	2	20	5.18571428571	5.19	WP_009790495.1	T
WP_009834844.1	1	8	1	12	1.99711960256	2.0	WP_009834844.1	T
WP_009840503.1	1	9	2	15	2.76200055494	2.76	WP_009840503.1	T
WP_010158495.1	1	3	1	6	6.0	6.0	WP_010158495.1	T
WP_010158630.1	2	2	2	2	2.0	2.0	WP_010158630.1	T
WP_010158790.1	1	5	1	7	4.0	4.0	WP_010158790.1	T
WP_010158935.1	4	5	5	6	5.5	5.5	WP_010158935.1	T
WP_010159420.1	1	2	1	2	1.5	1.5	WP_010159420.1	T
YP_001014135.1	1	2	2	4	4.0	4.0	YP_001014135.1	T
YP_001015658.1	2	17	9	46	16.9	16.9	YP_001015658.1	T
YP_001015769.1	1	5	1	11	1.95	1.95	YP_001015769.1	T
YP_001192714.1	1	3	1	4	3.0	3.0	YP_001192714.1	T
YP_001192735.1	3	5	4	16	6.11111111111	6.11	YP_001192735.1	T
YP_001192753.1	2	5	3	9	5.25	5.25	YP_001192753.1	T
YP_001193842.1	2	4	2	6	2.8	2.8	YP_001193842.1	T
YP_001193883.1	1	2	1	2	2.0	2.0	YP_001193883.1	T
YP_001193930.1	2	6	2	7	6.25	6.25	YP_001193930.1	T
YP_001194193.1	1	21	1	52	6.32457425575	6.32	YP_001194193.1	T
YP_001194295.1	1	41	1	113	20.1133533134	20.11	YP_001194295.1	T
YP_001194517.1	1	2	1	2	2.0	2.0	YP_001194517.1	T
YP_001194655.1	1	3	1	4	2.5	2.5	YP_001194655.1	T
YP_001194977.1	2	9	4	14	6.59523809524	6.6	YP_001194977.1	T
YP_001196909.1	1	3	1	13	4.0	4.0	YP_001196909.1	T
YP_001341860.1	1	2	1	2	2.0	2.0	YP_001341860.1	T
YP_001343108.1	1	8	1	20	2.94407127716	2.94	YP_001343108.1	T
YP_003551168.1	2	2	2	2	2.0	2.0	YP_003551168.1	T
YP_003551903.1	1	5	1	5	2.61904761905	2.62	YP_003551903.1	T
YP_003552224.1	2	14	2	17	7.79368823001	7.79	YP_003552224.1	T
YP_003552428.1	2	5	2	6	4.0	4.0	YP_003552428.1	T
YP_003552715.1	1	3	1	6	2.4	2.4	YP_003552715.1	T
YP_003552742.1	2	3	2	4	2.4	2.4	YP_003552742.1	T
YP_003860680.1	2	18	2	225	32.7010869565	32.7	YP_003860680.1	T
YP_003861421.1	1	2	2	3	2.2	2.2	YP_003861421.1	T
YP_003861539.1	2	10	2	15	6.2	6.2	YP_003861539.1	T
YP_003862204.1	1	4	1	5	3.5	3.5	YP_003862204.1	T
YP_004427284.1	1	4	1	6	2.58333333333	2.58	YP_004427284.1	T
YP_007639010.1	1	4	1	5	1.7	1.7	YP_007639010.1	T
YP_007639786.1	1	2	1	2	1.33333333333	1.33	YP_007639786.1	T
YP_007641166.1	2	10	2	16	4.04466651525	4.04	YP_007641166.1	T
YP_729345.1	1	4	1	4	3.5	3.5	YP_729345.1	T
YP_729613.1	1	7	1	11	4.35	4.35	YP_729613.1	T
YP_729722.1	3	5	5	7	6.25	6.25	YP_729722.1	T
YP_729731.1	2	6	2	10	6.0	6.0	YP_729731.1	T
YP_729732.1	1	9	1	17	8.75	8.75	YP_729732.1	T
YP_731290.1	1	4	1	4	2.03333333333	2.03	YP_731290.1	T
YP_731510.1	2	6	2	19	4.18571428571	4.19	YP_731510.1	T
YP_731699.1	6	6	10	10	10.0	10.0	YP_731699.1	T
YP_861086.1	1	2	2	5	3.5	3.5	YP_861086.1	T
YP_862401.1	1	32	1	92	10.5981756805	10.6	YP_862401.1	T
YP_862863.1	1	6	2	10	3.48333333333	3.48	YP_862863.1	T
YP_862882.1	1	2	1	3	3.0	3.0	YP_862882.1	T
YP_862927.1	1	4	1	5	3.4	3.4	YP_862927.1	T
YP_863039.1	1	2	1	2	1.5	1.5	YP_863039.1	T
YP_863431.1	1	2	1	4	2.5	2.5	YP_863431.1	T
acetate|contig-1195000006_4	1	2	1	4	4.0	4.0	acetate|contig-1195000006_4	T
acetate|contig-16288000000_2	1	6	1	12	5.93333333333	5.93	acetate|contig-16288000000_2	T
acetate|contig-2656000014_2	8	8	12	12	12.0	12.0	acetate|contig-2656000014_2	T
acetate|contig-27769000012_1	1	3	1	5	2.0	2.0	acetate|contig-27769000012_1	T
acetate|contig-28462000006_2	1	2	2	3	3.0	3.0	acetate|contig-28462000006_2	T
acetate|contig-29111000004_1	5	14	7	25	17.5	17.5	acetate|contig-29111000004_1	T
acetate|contig-32808000013_2	3	10	3	16	15.0	15.0	acetate|contig-32808000013_2	T
acetate|contig-33209000009_2	15	15	30	30	30.0	30.0	acetate|contig-33209000009_2	T
acetate|contig-35627000013_1	4	19	7	242	164.25	164.25	acetate|contig-35627000013_1	T
acetate|contig-38951000007_2	4	9	4	10	8.0	8.0	acetate|contig-38951000007_2	T
acetate|contig-39585000009_2	1	18	3	36	15.25	15.25	acetate|contig-39585000009_2	T
acetate|contig-39616000011_1	3	5	9	12	10.5	10.5	acetate|contig-39616000011_1	T
acetate|contig-41486000004_2	1	6	1	11	4.9	4.9	acetate|contig-41486000004_2	T
acetate|contig-43499000015_1	1	3	1	4	4.0	4.0	acetate|contig-43499000015_1	T
acetate|contig-43973000009_2	1	3	1	3	3.0	3.0	acetate|contig-43973000009_2	T
acetate|contig-46920000008_4	1	2	1	2	2.0	2.0	acetate|contig-46920000008_4	T
acetate|contig-976000012_1	1	2	1	4	2.5	2.5	acetate|contig-976000012_1	T
aminoacids|contig-16325000009_1	2	6	3	9	9.0	9.0	aminoacids|contig-16325000009_1	T
aminoacids|contig-17008000010_2	1	2	1	2	1.5	1.5	aminoacids|contig-17008000010_2	T
aminoacids|contig-1854000009_2	2	7	2	9	9.0	9.0	aminoacids|contig-1854000009_2	T
aminoacids|contig-21113000001_1	3	3	4	4	4.0	4.0	aminoacids|contig-21113000001_1	T
aminoacids|contig-2803000010_1	4	9	11	20	13.4	13.4	aminoacids|contig-2803000010_1	T
aminoacids|contig-2821000007_1	2	9	4	19	5.86311889621	5.86	aminoacids|contig-2821000007_1	T
aminoacids|contig-30921000010_2	1	6	1	6	6.0	6.0	aminoacids|contig-30921000010_2	T
aminoacids|contig-33583000000_1	1	2	1	3	2.0	2.0	aminoacids|contig-33583000000_1	T
aminoacids|contig-33829000000_1	2	4	2	7	3.66666666667	3.67	aminoacids|contig-33829000000_1	T
aminoacids|contig-398000007_1	1	4	1	9	5.0	5.0	aminoacids|contig-398000007_1	T
aminoacids|contig-39947000009_1	2	5	2	5	3.53571428571	3.54	aminoacids|contig-39947000009_1	T
aminoacids|contig-40061000004_3	1	3	1	4	2.5	2.5	aminoacids|contig-40061000004_3	T
aminoacids|contig-40895000008_1	6	15	9	44	21.1666666667	21.17	aminoacids|contig-40895000008_1	T
aminoacids|contig-50817000007_1	1	3	2	5	3.5	3.5	aminoacids|contig-50817000007_1	T
aminoacids|contig-51276000010_1	1	8	1	12	4.66666666667	4.67	aminoacids|contig-51276000010_1	T
aminoacids|contig-53698000010_1	2	7	2	8	8.0	8.0	aminoacids|contig-53698000010_1	T
aminoacids|contig-5775000003_10	3	16	3	33	14.6666666667	14.67	aminoacids|contig-5775000003_10	T
aminoacids|contig-5775000003_8	5	7	5	7	7.0	7.0	aminoacids|contig-5775000003_8	T
aminoacids|contig-58049000009_1	2	8	7	17	10.4	10.4	aminoacids|contig-58049000009_1	T
aminoacids|contig-58871000009_1	1	5	1	5	3.0	3.0	aminoacids|contig-58871000009_1	T
aminoacids|contig-635000004_2	3	3	4	4	4.0	4.0	aminoacids|contig-635000004_2	T
aminoacids|contig-8078000003_1	3	4	7	8	8.0	8.0	aminoacids|contig-8078000003_1	T
aminoacids|contig-8142000006_1	1	11	1	16	16.0	16.0	aminoacids|contig-8142000006_1	T
glucose|contig-10274000009_2	1	2	1	2	2.0	2.0	glucose|contig-10274000009_2	T
glucose|contig-10309000006_3	1	2	1	2	1.5	1.5	glucose|contig-10309000006_3	T
glucose|contig-1089000012_2	7	25	9	44	22.6166666667	22.62	glucose|contig-1089000012_2	T
glucose|contig-11000015_2	1	9	1	19	11.6666666667	11.67	glucose|contig-11000015_2	T
glucose|contig-11297000015_19	1	3	2	4	4.0	4.0	glucose|contig-11297000015_19	T
glucose|contig-11959000001_2	1	16	1	39	18.75	18.75	glucose|contig-11959000001_2	T
glucose|contig-12155000004_1	2	5	4	8	5.66666666667	5.67	glucose|contig-12155000004_1	T
glucose|contig-1339000000_1	1	3	1	4	2.5	2.5	glucose|contig-1339000000_1	T
glucose|contig-14000002_1	10	12	12	16	14.5	14.5	glucose|contig-14000002_1	T
glucose|contig-144000015_1	2	5	2	10	6.0	6.0	glucose|contig-144000015_1	T
glucose|contig-1441000006_3	7	25	10	43	29.25	29.25	glucose|contig-1441000006_3	T
glucose|contig-14768000010_1	6	6	8	8	8.0	8.0	glucose|contig-14768000010_1	T
glucose|contig-1550000013_4	3	3	3	3	3.0	3.0	glucose|contig-1550000013_4	T
glucose|contig-158000010_1	1	2	1	2	1.33333333333	1.33	glucose|contig-158000010_1	T
glucose|contig-16290000005_4	1	37	1	82	38.0424313986	38.04	glucose|contig-16290000005_4	T
glucose|contig-18977000012_2	1	2	1	2	1.33333333333	1.33	glucose|contig-18977000012_2	T
glucose|contig-19294000009_1	1	10	1	31	15.6666666667	15.67	glucose|contig-19294000009_1	T
glucose|contig-19469000000_1	1	15	1	140	14.9583333333	14.96	glucose|contig-19469000000_1	T
glucose|contig-1959000015_1	1	4	1	7	3.66666666667	3.67	glucose|contig-1959000015_1	T
glucose|contig-21234000006_1	1	3	1	7	2.03333333333	2.03	glucose|contig-21234000006_1	T
glucose|contig-22505000009_2	1	2	1	5	1.5	1.5	glucose|contig-22505000009_2	T
glucose|contig-23282000004_4	1	3	1	3	1.66666666667	1.67	glucose|contig-23282000004_4	T
glucose|contig-24290000007_1	1	7	1	13	4.75	4.75	glucose|contig-24290000007_1	T
glucose|contig-24958000003_2	1	35	1	81	27.3544011544	27.35	glucose|contig-24958000003_2	T
glucose|contig-26000002_3	5	5	5	5	5.0	5.0	glucose|contig-26000002_3	T
glucose|contig-26000002_4	6	7	8	9	8.5	8.5	glucose|contig-26000002_4	T
glucose|contig-26233000006_1	6	22	7	54	18.15	18.15	glucose|contig-26233000006_1	T
glucose|contig-27508000001_2	1	11	2	17	17.0	17.0	glucose|contig-27508000001_2	T
glucose|contig-27706000000_2	1	6	2	7	5.5	5.5	glucose|contig-27706000000_2	T
glucose|contig-2782000014_1	1	13	8	31	9.93247863248	9.93	glucose|contig-2782000014_1	T
glucose|contig-27826000006_3	1	2	3	5	5.0	5.0	glucose|contig-27826000006_3	T
glucose|contig-28802000011_3	2	10	7	19	11.6666666667	11.67	glucose|contig-28802000011_3	T
glucose|contig-3110000015_1	1	2	1	2	1.5	1.5	glucose|contig-3110000015_1	T
glucose|contig-31237000007_2	2	15	2	100	20.470531401	20.47	glucose|contig-31237000007_2	T
glucose|contig-3145000007_2	1	2	1	2	2.0	2.0	glucose|contig-3145000007_2	T
glucose|contig-32129000004_2	1	17	1	29	12.9166666667	12.92	glucose|contig-32129000004_2	T
glucose|contig-32129000004_3	1	2	1	2	1.33333333333	1.33	glucose|contig-32129000004_3	T
glucose|contig-32596000005_2	1	37	3	106	41.65	41.65	glucose|contig-32596000005_2	T
glucose|contig-34505000011_2	1	7	2	15	12.75	12.75	glucose|contig-34505000011_2	T
