#	########################################
#	##### Peptide Assembling by Sipros #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = ./OSU_B4_FASP_Elite_03232014.psm.txt
#	
#	pep{Run1} = ./OSU_B4_FASP_Elite_03232014.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 2
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 150
#	Target_Proteins_Before_Filtering = 11011
#	Total_Proteins_Before_Filtering = 11161
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 2
#	Target_Proteins_After_Filtering = 2885
#	Total_Proteins_After_Filtering = 2887
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.000692760651195
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
WP_006792710.1	1	2	3	4	4.0	4.0	WP_006792710.1	T
WP_006793851.1	2	14	2	41	36.0	36.0	WP_006793851.1	T
WP_006794193.1	2	4	2	4	4.0	4.0	WP_006794193.1	T
WP_006794718.1	2	3	2	3	2.33333333333	2.33	WP_006794718.1	T
WP_006794720.1	1	3	1	5	3.0	3.0	WP_006794720.1	T
WP_006795282.1	3	12	4	14	8.03333333333	8.03	WP_006795282.1	T
WP_006795803.1	1	5	1	10	3.83333333333	3.83	WP_006795803.1	T
WP_006796887.1	1	12	3	92	23.1946778711	23.19	WP_006796887.1	T
WP_006797226.1	1	4	1	4	2.83333333333	2.83	WP_006797226.1	T
WP_006954567.1	4	10	4	20	9.9	9.9	WP_006954567.1	T
WP_006954745.1	1	4	1	7	3.37333333333	3.37	WP_006954745.1	T
WP_006955519.1	1	3	1	3	1.66666666667	1.67	WP_006955519.1	T
WP_006956430.1	1	5	5	12	10.5333333333	10.53	WP_006956430.1	T
WP_006956591.1	1	2	1	2	1.5	1.5	WP_006956591.1	T
WP_006956848.1	1	2	1	2	2.0	2.0	WP_006956848.1	T
WP_006956851.1	2	3	2	3	3.0	3.0	WP_006956851.1	T
WP_007018324.1	1	14	1	20	7.45833333333	7.46	WP_007018324.1	T
WP_007092936.1	3	6	5	34	19.0	19.0	WP_007092936.1	T
WP_007093209.1	1	3	1	5	4.33333333333	4.33	WP_007093209.1	T
WP_007093948.1	1	3	1	7	2.5	2.5	WP_007093948.1	T
WP_007094761.1	1	5	1	10	2.66666666667	2.67	WP_007094761.1	T
WP_007095164.1	1	2	1	2	1.5	1.5	WP_007095164.1	T
WP_007095944.1	2	3	2	3	2.11111111111	2.11	WP_007095944.1	T
WP_007097035.1	1	18	1	142	35.2780112045	35.28	WP_007097035.1	T
WP_007196236.1	1	5	5	13	6.83928571429	6.84	WP_007196236.1	T
WP_007206034.1	1	2	9	12	9.6	9.6	WP_007206034.1	T
WP_007235553.1	1	5	1	10	10.0	10.0	WP_007235553.1	T
WP_008034202.1	3	3	4	4	4.0	4.0	WP_008034202.1	T
WP_008034874.1	1	4	1	4	4.0	4.0	WP_008034874.1	T
WP_008035404.1	2	4	2	6	6.0	6.0	WP_008035404.1	T
WP_008036223.1	1	5	1	7	7.0	7.0	WP_008036223.1	T
WP_008037136.1	1	4	1	4	4.0	4.0	WP_008037136.1	T
WP_008037138.1	1	3	1	3	2.5	2.5	WP_008037138.1	T
WP_008105804.1	1	6	1	9	2.74444444444	2.74	WP_008105804.1	T
WP_008106094.1	1	7	1	36	9.27777777778	9.28	WP_008106094.1	T
WP_008106096.1	1	4	1	8	4.54	4.54	WP_008106096.1	T
WP_008106330.1	2	2	2	2	2.0	2.0	WP_008106330.1	T
WP_008106434.1	4	18	4	87	45.5	45.5	WP_008106434.1	T
WP_008107221.1	1	2	1	2	2.0	2.0	WP_008107221.1	T
WP_008108036.1	1	8	1	8	1.9350140056	1.94	WP_008108036.1	T
WP_008183386.1	1	13	1	54	12.6035714286	12.6	WP_008183386.1	T
WP_008192873.1	2	2	2	2	2.0	2.0	WP_008192873.1	T
WP_008254719.1	1	2	1	2	2.0	2.0	WP_008254719.1	T
WP_008255093.1	2	3	2	4	2.4	2.4	WP_008255093.1	T
WP_008256583.1	1	8	3	43	10.7803921569	10.78	WP_008256583.1	T
WP_008270927.1	1	23	1	39	6.62982017982	6.63	WP_008270927.1	T
WP_008271317.1	1	4	1	4	2.03333333333	2.03	WP_008271317.1	T
WP_008544099.1	7	25	9	34	18.0876551227	18.09	WP_008544099.1	T
WP_008544218.1	6	14	6	17	14.1111111111	14.11	WP_008544218.1	T
WP_008544317.1	7	7	7	7	7.0	7.0	WP_008544317.1	T
WP_008544389.1	1	2	1	2	2.0	2.0	WP_008544389.1	T
WP_008544455.1	1	2	2	3	3.0	3.0	WP_008544455.1	T
WP_008544506.1	3	10	5	13	12.2	12.2	WP_008544506.1	T
WP_008544510.1	4	10	4	13	13.0	13.0	WP_008544510.1	T
WP_008544524.1	2	2	2	2	2.0	2.0	WP_008544524.1	T
WP_008544555.1	1	2	1	2	1.5	1.5	WP_008544555.1	T
WP_008544582.1	2	2	2	2	2.0	2.0	WP_008544582.1	T
WP_008544616.1	1	5	1	5	5.0	5.0	WP_008544616.1	T
WP_008544653.1	4	8	6	16	8.95	8.95	WP_008544653.1	T
WP_008544656.1	3	4	3	4	4.0	4.0	WP_008544656.1	T
WP_008544716.1	1	2	1	2	2.0	2.0	WP_008544716.1	T
WP_008544772.1	17	23	56	74	63.6470588235	63.65	WP_008544772.1	T
WP_008544791.1	2	5	2	5	5.0	5.0	WP_008544791.1	T
WP_008544829.1	2	9	3	42	16.0	16.0	WP_008544829.1	T
WP_008544851.1	1	2	1	2	1.16666666667	1.17	WP_008544851.1	T
WP_008544899.1	4	5	4	5	5.0	5.0	WP_008544899.1	T
WP_008544939.1	1	12	1	22	12.0	12.0	WP_008544939.1	T
WP_008544944.1	2	3	8	10	10.0	10.0	WP_008544944.1	T
WP_008544948.1	3	7	3	8	6.0	6.0	WP_008544948.1	T
WP_008544955.1	14	16	41	46	43.5	43.5	WP_008544955.1	T
WP_008544969.1	1	2	2	3	3.0	3.0	WP_008544969.1	T
WP_008544970.1	2	5	4	8	6.0	6.0	WP_008544970.1	T
WP_008545012.1	7	14	7	15	9.91666666667	9.92	WP_008545012.1	T
WP_008545035.1	2	11	2	29	19.5	19.5	WP_008545035.1	T
WP_008545143.1	1	3	1	3	3.0	3.0	WP_008545143.1	T
WP_008545153.1	4	5	5	7	6.0	6.0	WP_008545153.1	T
WP_008545184.1	1	4	1	5	5.0	5.0	WP_008545184.1	T
WP_008545199.1	3	4	4	6	6.0	6.0	WP_008545199.1	T
WP_008545210.1	3	3	4	4	4.0	4.0	WP_008545210.1	T
WP_008545225.1	1	2	1	2	2.0	2.0	WP_008545225.1	T
WP_008545264.1	1	2	1	2	1.5	1.5	WP_008545264.1	T
WP_008545346.1	2	2	2	2	2.0	2.0	WP_008545346.1	T
WP_008545353.1	1	14	1	28	13.0	13.0	WP_008545353.1	T
WP_008545557.1	1	2	1	2	2.0	2.0	WP_008545557.1	T
WP_008545607.1	10	10	11	11	11.0	11.0	WP_008545607.1	T
WP_008545614.1	4	4	6	6	6.0	6.0	WP_008545614.1	T
WP_008545705.1	2	3	2	3	3.0	3.0	WP_008545705.1	T
WP_008545706.1	1	3	1	3	3.0	3.0	WP_008545706.1	T
WP_008545718.1	2	3	2	3	2.14285714286	2.14	WP_008545718.1	T
WP_008545736.1	2	3	2	3	3.0	3.0	WP_008545736.1	T
WP_008545738.1	11	24	29	44	38.7921568627	38.79	WP_008545738.1	T
WP_008545739.1	2	3	2	4	3.0	3.0	WP_008545739.1	T
WP_008545766.1	3	11	6	30	21.6666666667	21.67	WP_008545766.1	T
WP_008545809.1	2	2	2	2	2.0	2.0	WP_008545809.1	T
WP_008545852.1	1	5	1	7	7.0	7.0	WP_008545852.1	T
WP_008545965.1	3	5	4	6	5.5	5.5	WP_008545965.1	T
WP_008545994.1	2	5	2	5	5.0	5.0	WP_008545994.1	T
WP_008546066.1	5	10	8	23	13.1	13.1	WP_008546066.1	T
WP_009779179.1	1	8	2	39	5.17619047619	5.18	WP_009779179.1	T
WP_009780627.1	1	2	1	2	1.33333333333	1.33	WP_009780627.1	T
WP_009781171.1	1	16	5	76	20.8137254902	20.81	WP_009781171.1	T
WP_009788231.1	4	4	4	4	4.0	4.0	WP_009788231.1	T
WP_009788397.1	5	6	5	7	6.0	6.0	WP_009788397.1	T
WP_009788439.1	3	6	3	6	6.0	6.0	WP_009788439.1	T
WP_009788740.1	1	5	1	5	3.0	3.0	WP_009788740.1	T
WP_009788868.1	1	6	1	22	4.0	4.0	WP_009788868.1	T
WP_009788995.1	2	4	4	6	5.0	5.0	WP_009788995.1	T
WP_009789340.1	2	4	3	5	4.0	4.0	WP_009789340.1	T
WP_009789890.1	1	5	1	16	5.0	5.0	WP_009789890.1	T
WP_009790307.1	1	4	1	4	3.0	3.0	WP_009790307.1	T
WP_009790365.1	2	5	2	5	3.5	3.5	WP_009790365.1	T
WP_009790495.1	4	8	4	8	5.37333333333	5.37	WP_009790495.1	T
WP_009790608.1	3	3	3	3	3.0	3.0	WP_009790608.1	T
WP_009834871.1	1	2	1	3	3.0	3.0	WP_009834871.1	T
WP_009835428.1	1	2	1	2	1.5	1.5	WP_009835428.1	T
WP_009836511.1	1	2	1	2	1.25	1.25	WP_009836511.1	T
WP_009837915.1	2	4	13	16	13.6	13.6	WP_009837915.1	T
WP_009839918.1	1	3	1	3	1.83333333333	1.83	WP_009839918.1	T
WP_009840503.1	1	5	1	6	1.45882352941	1.46	WP_009840503.1	T
WP_010158495.1	1	4	2	7	4.5	4.5	WP_010158495.1	T
WP_010158523.1	1	2	1	2	2.0	2.0	WP_010158523.1	T
WP_010158935.1	2	4	3	5	4.0	4.0	WP_010158935.1	T
YP_001014135.1	1	2	1	3	2.0	2.0	YP_001014135.1	T
YP_001015408.1	1	3	2	4	3.0	3.0	YP_001015408.1	T
YP_001015658.1	1	11	1	34	7.76587301587	7.77	YP_001015658.1	T
YP_001015778.1	1	4	1	5	3.0	3.0	YP_001015778.1	T
YP_001192590.1	1	3	5	7	6.0	6.0	YP_001192590.1	T
YP_001192735.1	1	2	1	8	1.875	1.88	YP_001192735.1	T
YP_001193842.1	1	2	1	2	1.25	1.25	YP_001193842.1	T
YP_001194294.1	1	19	1	26	5.39172494172	5.39	YP_001194294.1	T
YP_001194977.1	2	5	2	5	3.0	3.0	YP_001194977.1	T
YP_001196656.1	1	2	1	2	1.33333333333	1.33	YP_001196656.1	T
YP_001341117.1	2	4	7	13	13.0	13.0	YP_001341117.1	T
YP_003551785.1	1	3	1	3	2.0	2.0	YP_003551785.1	T
YP_003552171.1	1	11	1	44	11.8035714286	11.8	YP_003552171.1	T
YP_003552224.1	1	5	1	5	2.56666666667	2.57	YP_003552224.1	T
YP_003552428.1	3	4	4	8	8.0	8.0	YP_003552428.1	T
YP_003552702.1	1	8	1	21	11.6666666667	11.67	YP_003552702.1	T
YP_003552742.1	1	2	1	2	1.2	1.2	YP_003552742.1	T
YP_003860788.1	1	2	1	3	1.5	1.5	YP_003860788.1	T
YP_003860855.1	1	2	1	2	2.0	2.0	YP_003860855.1	T
YP_003861717.1	1	4	1	5	3.0	3.0	YP_003861717.1	T
YP_003862623.1	1	4	1	4	2.75	2.75	YP_003862623.1	T
YP_004425150.1	4	4	4	4	4.0	4.0	YP_004425150.1	T
YP_004425160.1	3	3	4	4	4.0	4.0	YP_004425160.1	T
YP_004425162.1	1	2	1	2	2.0	2.0	YP_004425162.1	T
YP_004425190.1	2	2	2	2	2.0	2.0	YP_004425190.1	T
YP_004425210.1	2	2	2	2	2.0	2.0	YP_004425210.1	T
YP_004425358.1	12	13	13	14	14.0	14.0	YP_004425358.1	T
YP_004425418.1	1	2	1	7	7.0	7.0	YP_004425418.1	T
YP_004425580.1	4	6	5	7	7.0	7.0	YP_004425580.1	T
YP_004425586.1	3	3	4	4	4.0	4.0	YP_004425586.1	T
YP_004425587.1	3	6	16	19	19.0	19.0	YP_004425587.1	T
YP_004425588.1	2	2	2	2	2.0	2.0	YP_004425588.1	T
YP_004425590.1	2	3	2	3	3.0	3.0	YP_004425590.1	T
YP_004425591.1	3	4	6	7	6.25	6.25	YP_004425591.1	T
YP_004425618.1	1	2	1	2	1.5	1.5	YP_004425618.1	T
YP_004425631.1	1	2	1	2	2.0	2.0	YP_004425631.1	T
YP_004425677.1	8	9	10	11	11.0	11.0	YP_004425677.1	T
YP_004425704.1	9	10	14	15	15.0	15.0	YP_004425704.1	T
YP_004425705.1	1	3	1	4	4.0	4.0	YP_004425705.1	T
YP_004425716.1	1	3	1	3	3.0	3.0	YP_004425716.1	T
YP_004425718.1	1	9	1	18	10.3	10.3	YP_004425718.1	T
YP_004425807.1	3	3	3	3	3.0	3.0	YP_004425807.1	T
YP_004425808.1	8	10	13	17	16.0	16.0	YP_004425808.1	T
YP_004425848.1	3	3	3	3	3.0	3.0	YP_004425848.1	T
YP_004425851.1	6	6	9	9	9.0	9.0	YP_004425851.1	T
YP_004425932.1	15	25	20	33	30.8333333333	30.83	YP_004425932.1	T
YP_004425936.1	3	6	3	7	6.5	6.5	YP_004425936.1	T
YP_004425973.1	5	10	8	15	13.0	13.0	YP_004425973.1	T
YP_004426014.1	2	7	2	7	7.0	7.0	YP_004426014.1	T
YP_004426015.1	3	5	3	5	5.0	5.0	YP_004426015.1	T
YP_004426018.1	3	5	6	11	9.0	9.0	YP_004426018.1	T
YP_004426022.1	2	2	2	2	2.0	2.0	YP_004426022.1	T
YP_004426077.1	3	3	3	3	3.0	3.0	YP_004426077.1	T
YP_004426087.1	2	5	5	15	10.0	10.0	YP_004426087.1	T
YP_004426134.1	1	5	1	7	7.0	7.0	YP_004426134.1	T
YP_004426168.1	2	2	2	2	2.0	2.0	YP_004426168.1	T
YP_004426207.1	3	3	3	3	3.0	3.0	YP_004426207.1	T
YP_004426211.1	2	4	3	6	6.0	6.0	YP_004426211.1	T
YP_004426223.1	6	7	7	10	10.0	10.0	YP_004426223.1	T
YP_004426231.1	1	2	1	2	2.0	2.0	YP_004426231.1	T
YP_004426279.1	5	5	5	5	5.0	5.0	YP_004426279.1	T
YP_004426340.1	1	2	1	2	1.5	1.5	YP_004426340.1	T
YP_004426360.1	1	2	1	2	1.5	1.5	YP_004426360.1	T
YP_004426364.1	3	3	4	4	4.0	4.0	YP_004426364.1	T
YP_004426384.1	2	2	3	3	3.0	3.0	YP_004426384.1	T
YP_004426390.1	4	4	10	10	10.0	10.0	YP_004426390.1	T
YP_004426391.1	2	2	12	12	12.0	12.0	YP_004426391.1	T
YP_004426395.1	2	2	2	2	2.0	2.0	YP_004426395.1	T
YP_004426434.1	6	7	6	7	7.0	7.0	YP_004426434.1	T
YP_004426450.1	2	4	2	4	3.5	3.5	YP_004426450.1	T
YP_004426451.1	3	5	3	11	11.0	11.0	YP_004426451.1	T
YP_004426479.1	4	4	12	12	12.0	12.0	YP_004426479.1	T
YP_004426485.1	3	6	4	9	9.0	9.0	YP_004426485.1	T
YP_004426488.1	1	3	2	5	5.0	5.0	YP_004426488.1	T
YP_004426500.1	3	3	3	3	3.0	3.0	YP_004426500.1	T
YP_004426516.1	2	2	2	2	2.0	2.0	YP_004426516.1	T
YP_004426551.1	6	17	8	21	14.8111111111	14.81	YP_004426551.1	T
YP_004426552.1	2	2	2	2	2.0	2.0	YP_004426552.1	T
YP_004426558.1	1	2	1	2	2.0	2.0	YP_004426558.1	T
YP_004426559.1	2	3	2	3	3.0	3.0	YP_004426559.1	T
YP_004426599.1	3	3	5	5	5.0	5.0	YP_004426599.1	T
YP_004426652.1	4	4	7	7	7.0	7.0	YP_004426652.1	T
YP_004426656.1	1	3	1	3	2.5	2.5	YP_004426656.1	T
YP_004426738.1	2	3	2	3	3.0	3.0	YP_004426738.1	T
YP_004426757.1	1	2	2	4	4.0	4.0	YP_004426757.1	T
YP_004426793.1	1	3	1	4	4.0	4.0	YP_004426793.1	T
YP_004426805.1	3	3	3	3	3.0	3.0	YP_004426805.1	T
YP_004426818.1	2	5	3	7	7.0	7.0	YP_004426818.1	T
YP_004426827.1	1	3	1	3	1.83333333333	1.83	YP_004426827.1	T
YP_004426853.1	8	8	14	14	14.0	14.0	YP_004426853.1	T
YP_004426867.1	2	4	4	6	5.5	5.5	YP_004426867.1	T
YP_004426893.1	1	3	1	3	2.0	2.0	YP_004426893.1	T
YP_004426894.1	1	2	1	4	2.0	2.0	YP_004426894.1	T
YP_004426910.1	1	3	1	3	3.0	3.0	YP_004426910.1	T
YP_004426914.1	5	5	11	11	11.0	11.0	YP_004426914.1	T
YP_004426919.1	1	2	1	3	2.0	2.0	YP_004426919.1	T
YP_004426920.1	2	3	2	4	2.5	2.5	YP_004426920.1	T
YP_004426924.1	1	2	1	2	2.0	2.0	YP_004426924.1	T
YP_004426935.1	8	10	23	35	35.0	35.0	YP_004426935.1	T
YP_004426977.1	5	5	11	11	11.0	11.0	YP_004426977.1	T
YP_004426978.1	11	12	15	16	15.5	15.5	YP_004426978.1	T
YP_004427030.1	4	6	10	20	20.0	20.0	YP_004427030.1	T
YP_004427033.1	6	13	8	22	16.6666666667	16.67	YP_004427033.1	T
YP_004427034.1	2	4	2	9	9.0	9.0	YP_004427034.1	T
YP_004427035.1	1	8	1	10	8.16666666667	8.17	YP_004427035.1	T
YP_004427036.1	1	5	1	7	5.0	5.0	YP_004427036.1	T
YP_004427037.1	2	4	2	12	12.0	12.0	YP_004427037.1	T
YP_004427038.1	4	5	11	12	11.3333333333	11.33	YP_004427038.1	T
YP_004427111.1	2	3	2	3	3.0	3.0	YP_004427111.1	T
YP_004427122.1	1	2	1	2	2.0	2.0	YP_004427122.1	T
YP_004427148.1	1	4	1	4	4.0	4.0	YP_004427148.1	T
YP_004427158.1	2	2	2	2	2.0	2.0	YP_004427158.1	T
YP_004427169.1	1	2	1	2	2.0	2.0	YP_004427169.1	T
YP_004427215.1	2	2	3	3	3.0	3.0	YP_004427215.1	T
YP_004427284.1	7	14	20	34	30.0	30.0	YP_004427284.1	T
YP_004427286.1	5	5	5	5	5.0	5.0	YP_004427286.1	T
YP_004427291.1	4	4	4	4	4.0	4.0	YP_004427291.1	T
YP_004427312.1	1	2	1	3	3.0	3.0	YP_004427312.1	T
YP_004427317.1	2	2	2	2	2.0	2.0	YP_004427317.1	T
YP_004427330.1	7	10	8	12	11.5	11.5	YP_004427330.1	T
YP_004427389.1	1	4	1	5	5.0	5.0	YP_004427389.1	T
YP_004427462.1	4	4	6	6	6.0	6.0	YP_004427462.1	T
YP_004427474.1	2	2	2	2	2.0	2.0	YP_004427474.1	T
YP_004427475.1	2	4	2	4	4.0	4.0	YP_004427475.1	T
YP_004427476.1	2	2	2	2	2.0	2.0	YP_004427476.1	T
YP_004427524.1	4	4	4	4	4.0	4.0	YP_004427524.1	T
YP_004427594.1	2	2	2	2	2.0	2.0	YP_004427594.1	T
YP_004427681.1	2	6	2	8	5.75	5.75	YP_004427681.1	T
YP_004427684.1	2	3	2	3	2.5	2.5	YP_004427684.1	T
YP_004427706.1	2	6	2	6	6.0	6.0	YP_004427706.1	T
YP_004427712.1	2	2	2	2	2.0	2.0	YP_004427712.1	T
YP_004427743.1	9	15	25	84	56.5	56.5	YP_004427743.1	T
YP_004427745.1	5	8	7	11	10.5	10.5	YP_004427745.1	T
YP_004427782.1	1	5	1	6	6.0	6.0	YP_004427782.1	T
YP_004427783.1	7	7	9	9	9.0	9.0	YP_004427783.1	T
YP_004427802.1	2	4	2	4	4.0	4.0	YP_004427802.1	T
YP_004427862.1	3	3	4	4	4.0	4.0	YP_004427862.1	T
YP_004427873.1	7	7	9	9	9.0	9.0	YP_004427873.1	T
YP_004427880.1	2	5	3	6	4.16666666667	4.17	YP_004427880.1	T
YP_004427886.1	2	3	3	4	4.0	4.0	YP_004427886.1	T
YP_004427887.1	4	5	5	6	6.0	6.0	YP_004427887.1	T
YP_004427892.1	3	3	3	3	3.0	3.0	YP_004427892.1	T
YP_004427918.1	2	3	2	3	3.0	3.0	YP_004427918.1	T
YP_004427920.1	2	5	3	8	6.53333333333	6.53	YP_004427920.1	T
YP_004427922.1	3	5	3	8	8.0	8.0	YP_004427922.1	T
YP_004427927.1	2	5	3	10	6.5	6.5	YP_004427927.1	T
YP_004427932.1	6	12	9	18	14.5	14.5	YP_004427932.1	T
YP_004428115.1	2	5	2	5	5.0	5.0	YP_004428115.1	T
YP_004428126.1	11	12	18	19	19.0	19.0	YP_004428126.1	T
YP_004428127.1	3	3	4	4	4.0	4.0	YP_004428127.1	T
YP_004428128.1	1	2	1	2	2.0	2.0	YP_004428128.1	T
YP_004428154.1	4	6	4	6	5.0	5.0	YP_004428154.1	T
YP_004428161.1	1	2	1	2	2.0	2.0	YP_004428161.1	T
YP_004428173.1	3	3	3	3	3.0	3.0	YP_004428173.1	T
YP_004428220.1	1	2	1	2	1.5	1.5	YP_004428220.1	T
YP_004428226.1	3	3	3	3	3.0	3.0	YP_004428226.1	T
YP_004428267.1	4	6	9	11	9.13333333333	9.13	YP_004428267.1	T
YP_004428269.1	3	3	3	3	3.0	3.0	YP_004428269.1	T
YP_004428271.1	4	6	5	7	6.0	6.0	YP_004428271.1	T
YP_004428272.1	5	6	6	7	6.33333333333	6.33	YP_004428272.1	T
YP_004428273.1	3	3	5	5	5.0	5.0	YP_004428273.1	T
YP_004428286.1	3	4	4	5	5.0	5.0	YP_004428286.1	T
YP_004428323.1	2	9	2	20	7.0	7.0	YP_004428323.1	T
YP_004428325.1	5	12	10	27	16.4	16.4	YP_004428325.1	T
YP_004428340.1	4	6	5	11	10.0	10.0	YP_004428340.1	T
YP_004428602.1	17	27	162	199	173.747058824	173.75	YP_004428602.1	T
YP_004428625.1	2	2	2	2	2.0	2.0	YP_004428625.1	T
YP_004428644.1	4	4	4	4	4.0	4.0	YP_004428644.1	T
YP_004428646.1	2	2	4	4	4.0	4.0	YP_004428646.1	T
YP_004428652.1	1	2	1	2	1.5	1.5	YP_004428652.1	T
YP_004428912.1	1	4	1	13	12.5	12.5	YP_004428912.1	T
YP_004429022.1	5	5	7	7	7.0	7.0	YP_004429022.1	T
YP_004429024.1	5	5	9	9	9.0	9.0	YP_004429024.1	T
YP_004429045.1	3	13	5	24	9.80168067227	9.8	YP_004429045.1	T
YP_004429052.1	1	3	2	5	5.0	5.0	YP_004429052.1	T
YP_004429053.1	1	2	2	3	3.0	3.0	YP_004429053.1	T
YP_004429068.1	1	2	2	3	3.0	3.0	YP_004429068.1	T
YP_004429081.1	3	3	3	3	3.0	3.0	YP_004429081.1	T
YP_004429210.1	5	19	11	63	28.4444444444	28.44	YP_004429210.1	T
YP_004429211.1	3	4	3	4	4.0	4.0	YP_004429211.1	T
YP_004429212.1	9	15	31	48	42.3733333333	42.37	YP_004429212.1	T
YP_004429215.1	2	2	2	2	2.0	2.0	YP_004429215.1	T
YP_729367.1	3	4	3	5	4.0	4.0	YP_729367.1	T
